date,facility_name,patients_on_oxygen_support,patients_ventilator,total_patients
2020-08-13,"escorts fortis, faridabad",3,0,3
2020-08-13,"asian hospital, faridabad",4,4,8
2020-08-13,total,121,25,146
2020-08-14,"pt bd sharma pgims, rohtak",18,1,19
2020-08-14,"bpsgmc, khanpur kalan, sonepat",12,1,13
2020-08-14,"shkm govt. medical college nalhar, nuh",3,2,5
2020-08-14,"kcgmc, karnal",9,1,10
2020-08-14,"mamc, agroha, hisar",10,0,10
2020-08-14,"sgt medical college and hospital, budhera, gurugram",1,1,2
2020-08-14,"esic medical college and hospital, faridabad",19,7,26
2020-08-14,"adesh medical college, kurukshetra",5,0,5
2020-08-14,"mm institute of medical sciences & research, mulana",10,2,12
2020-08-14,"artemis hospital, gurugram",1,1,2
2020-08-14,"metro hospital, faridabad",14,1,15
2020-08-14,"qrg central, faridabad",3,0,3
2020-08-14,"qrg medicare, faridabad",8,0,8
2020-08-14,"sarvoday hospital, faridabad",7,1,8
2020-08-14,"escorts fortis, faridabad",3,0,3
2020-08-14,"asian hospital, faridabad",9,4,13
2020-08-14,total,132,22,154
2020-08-15,"pt bd sharma pgims, rohtak",16,1,17
2020-08-15,"bpsgmc, khanpur kalan, sonepat",15,1,16
2020-08-15,"shkm govt. medical college nalhar, nuh",4,2,6
2020-08-15,"kcgmc, karnal",9,2,11
2020-08-15,"mamc, agroha, hisar",10,0,10
2020-08-15,"sgt medical college and hospital, budhera, gurugram",1,0,1
2020-08-15,"esic medical college and hospital, faridabad",19,5,24
2020-08-15,"adesh medical college, kurukshetra",5,0,5
2020-08-15,"mm institute of medical sciences & research, mulana",10,4,14
2020-08-15,"artemis hospital, gurugram",1,1,2
2020-08-15,"metro hospital, faridabad",12,1,13
2020-08-15,"qrg central, faridabad",2,0,2
2020-08-15,"qrg medicare, faridabad",10,0,10
2020-08-15,"sarvoday hospital, faridabad",7,0,7
2020-08-15,"escorts fortis, faridabad",1,0,1
2020-08-15,"asian hospital, faridabad",5,2,7
2020-08-15,total,127,19,146
2020-08-16,"pt bd sharma pgims, rohtak",16,1,17
2020-08-16,"bpsgmc, khanpur kalan, sonepat",15,2,17
2020-08-16,"shkm govt. medical college nalhar, nuh",4,1,5
2020-08-16,"kcgmc, karnal",10,1,11
2020-08-16,"mamc, agroha, hisar",12,0,12
2020-08-16,"esic medical college and hospital, faridabad",21,6,27
2020-08-16,"adesh medical college, kurukshetra",4,1,5
2020-08-16,"mm institute of medical sciences & research, mulana",12,6,18
2020-08-16,"artemis hospital, gurugram",1,1,2
2020-08-16,"metro hospital, faridabad",14,1,15
2020-08-16,"qrg central, faridabad",2,0,2
2020-08-16,"qrg medicare, faridabad",10,0,10
2020-08-16,"sarvoday hospital, faridabad",5,0,5
2020-08-16,"escorts fortis, faridabad",1,0,1
2020-08-16,"asian hospital, faridabad",6,3,9
2020-08-16,total,133,23,156
2020-08-17,"pt bd sharma pgims, rohtak",16,2,18
2020-08-17,"bpsgmc, khanpur kalan, sonepat",12,3,15
2020-08-17,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-17,"kcgmc, karnal",8,1,9
2020-08-17,"mamc, agroha, hisar",12,1,13
2020-08-17,"esic medical college and hospital, faridabad",21,9,30
2020-08-17,"adesh medical college, kurukshetra",4,1,5
2020-08-17,"mm institute of medical sciences & research, mulana",16,2,18
2020-08-17,"artemis hospital, gurugram",1,1,2
2020-08-17,"metro hospital, faridabad",13,1,14
2020-08-17,"qrg central, faridabad",1,0,1
2020-08-17,"qrg medicare, faridabad",6,0,6
2020-08-17,"sarvoday hospital, faridabad",5,0,5
2020-08-17,"escorts fortis, faridabad",2,0,2
2020-08-17,"asian hospital, faridabad",6,2,8
2020-08-17,total,127,23,150
2020-08-18,"pt bd sharma pgims, rohtak",18,2,20
2020-08-18,"bpsgmc, khanpur kalan, sonepat",15,2,17
2020-08-18,"shkm govt. medical college nalhar, nuh",5,0,5
2020-08-18,"kcgmc, karnal",12,1,13
2020-08-18,"mamc, agroha, hisar",8,1,9
2020-08-18,"esic medical college and hospital, faridabad",23,6,29
2020-08-18,"adesh medical college, kurukshetra",4,1,5
2020-08-18,"mm institute of medical sciences & research, mulana",15,4,19
2020-08-18,"artemis hospital, gurugram",1,1,2
2020-08-18,"metro hospital, faridabad",10,0,10
2020-08-18,"qrg central, faridabad",4,0,4
2020-08-18,"qrg medicare, faridabad",11,0,11
2020-08-18,"sarvoday hospital, faridabad",4,0,4
2020-08-18,"park hospital, faridabad",4,0,4
2020-08-18,"escorts fortis, faridabad",2,0,2
2020-08-18,"asian hospital, faridabad",0,1,1
2020-08-18,total,136,19,155
2020-08-19,"pt bd sharma pgims, rohtak",17,2,19
2020-08-19,"bpsgmc, khanpur kalan, sonepat",15,2,17
2020-08-19,"shkm govt. medical college nalhar, nuh",5,0,5
2020-08-19,"kcgmc, karnal",12,1,13
2020-08-19,"mamc, agroha, hisar",9,1,10
2020-08-19,"esic medical college and hospital, faridabad",17,3,20
2020-08-19,"adesh medical college, kurukshetra",4,1,5
2020-08-19,"mm institute of medical sciences & research, mulana",21,3,24
2020-08-19,"artemis hospital, gurugram",1,1,2
2020-08-19,"metro hospital, faridabad",12,0,12
2020-08-19,"qrg central, faridabad",4,1,5
2020-08-19,"qrg medicare, faridabad",12,0,12
2020-08-19,"sarvoday hospital, faridabad",5,0,5
2020-08-19,"escorts fortis, faridabad",3,0,3
2020-08-19,"asian hospital, faridabad",5,1,6
2020-08-19,total,142,16,158
2020-08-20,"pt bd sharma pgims, rohtak",15,2,17
2020-08-20,"bpsgmc, khanpur kalan, sonepat",13,3,16
2020-08-20,"shkm govt. medical college nalhar, nuh",6,0,6
2020-08-20,"kcgmc, karnal",12,1,13
2020-08-20,"mamc, agroha, hisar",9,1,10
2020-08-20,"esic medical college and hospital, faridabad",19,3,22
2020-08-20,"adesh medical college, kurukshetra",4,1,5
2020-08-20,"mm institute of medical sciences & research, mulana",14,3,17
2020-08-20,"artemis hospital, gurugram",1,1,2
2020-08-20,"metro hospital, faridabad",15,0,15
2020-08-20,"qrg central, faridabad",2,1,3
2020-08-20,"qrg medicare, faridabad",10,0,10
2020-08-20,"sarvoday hospital, faridabad",6,0,6
2020-08-20,"escorts fortis, faridabad",7,0,7
2020-08-20,"asian hospital, faridabad",6,1,7
2020-08-20,"alchemist hospital, panchkula",3,4,7
2020-08-20,"paras hospital, panchkula",11,1,12
2020-08-20,"ojas hospital, panchkula",4,0,4
2020-08-20,"civil hospital, panchkula",7,1,8
2020-08-20,total,164,23,187
2020-08-21,"pt bd sharma pgims, rohtak",20,2,22
2020-08-21,"bpsgmc, khanpur kalan, sonepat",13,1,14
2020-08-21,"shkm govt. medical college nalhar, nuh",6,0,6
2020-08-21,"kcgmc, karnal",14,3,17
2020-08-21,"mamc, agroha, hisar",13,2,15
2020-08-21,"esic medical college and hospital, faridabad",18,3,21
2020-08-21,"adesh medical college, kurukshetra",4,0,4
2020-08-21,"mm institute of medical sciences & research, mulana",16,4,20
2020-08-21,"artemis hospital, gurugram",1,1,2
2020-08-21,"metro hospital, faridabad",16,0,16
2020-08-21,"qrg central, faridabad",2,1,3
2020-08-21,"qrg medicare, faridabad",7,0,7
2020-08-21,"sarvoday hospital, faridabad",6,0,6
2020-08-21,"escorts fortis, faridabad",7,0,7
2020-08-21,"asian hospital, faridabad",5,2,7
2020-08-21,"alchemist hospital, panchkula",6,4,10
2020-08-21,"paras hospital, panchkula",13,1,14
2020-08-21,"ojas hospital, panchkula",3,1,4
2020-08-21,"civil hospital, panchkula",7,1,8
2020-08-21,total,177,26,203
2020-08-22,"pt bd sharma pgims, rohtak",16,2,18
2020-08-22,"bpsgmc, khanpur kalan, sonepat",14,1,15
2020-08-22,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-22,"kcgmc, karnal",16,5,21
2020-08-22,"mamc, agroha, hisar",13,1,14
2020-08-22,"esic medical college and hospital, faridabad",16,3,19
2020-08-22,"adesh medical college, kurukshetra",11,1,12
2020-08-22,"mm institute of medical sciences & research, mulana",16,5,21
2020-08-22,"artemis hospital, gurugram",1,1,2
2020-08-22,"metro hospital, faridabad",14,0,14
2020-08-22,"qrg central, faridabad",3,1,4
2020-08-22,"qrg medicare, faridabad",9,1,10
2020-08-22,"sarvoday hospital, faridabad",7,0,7
2020-08-22,"escorts fortis, faridabad",5,0,5
2020-08-22,"asian hospital, faridabad",7,2,9
2020-08-22,"alchemist hospital, panchkula",6,3,9
2020-08-22,"paras hospital, panchkula",13,0,13
2020-08-22,"ojas hospital, panchkula",5,1,6
2020-08-22,"civil hospital, panchkula",6,1,7
2020-08-22,"lnjp civil hospital, kurukshetra",7,0,7
2020-08-22,total,189,28,217
2020-08-23,"pt bd sharma pgims, rohtak",20,2,22
2020-08-23,"bpsgmc, khanpur kalan, sonepat",17,1,18
2020-08-23,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-23,"kcgmc, karnal",14,5,19
2020-08-23,"mamc, agroha, hisar",13,1,14
2020-08-23,"esic medical college and hospital, faridabad",18,5,23
2020-08-23,"adesh medical college, kurukshetra",11,1,12
2020-08-23,"mm institute of medical sciences & research, mulana",15,4,19
2020-08-23,"artemis hospital, gurugram",1,1,2
2020-08-23,"metro hospital, faridabad",14,0,14
2020-08-23,"qrg central, faridabad",3,1,4
2020-08-23,"qrg medicare, faridabad",9,1,10
2020-08-23,"sarvoday hospital, faridabad",7,0,7
2020-08-23,"escorts fortis, faridabad",5,0,5
2020-08-23,"asian hospital, faridabad",7,2,9
2020-08-23,"alchemist hospital, panchkula",8,3,11
2020-08-23,"paras hospital, panchkula",16,0,16
2020-08-23,"ojas hospital, panchkula",5,1,6
2020-08-23,"civil hospital, panchkula",10,1,11
2020-08-23,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-23,total,203,29,232
2020-08-24,"pt bd sharma pgims, rohtak",21,2,23
2020-08-24,"bpsgmc, khanpur kalan, sonepat",16,1,17
2020-08-24,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-24,"kcgmc, karnal",14,5,19
2020-08-24,"mamc, agroha, hisar",13,1,14
2020-08-24,"esic medical college and hospital, faridabad",18,2,20
2020-08-24,"adesh medical college, kurukshetra",10,1,11
2020-08-24,"mm institute of medical sciences & research, mulana",14,5,19
2020-08-24,"artemis hospital, gurugram",1,1,2
2020-08-24,"metro hospital, faridabad",9,0,9
2020-08-24,"qrg central, faridabad",2,0,2
2020-08-24,"qrg medicare, faridabad",11,2,13
2020-08-24,"sarvoday hospital, faridabad",9,0,9
2020-08-24,"escorts fortis, faridabad",5,1,6
2020-08-24,"asian hospital, faridabad",7,2,9
2020-08-24,"alchemist hospital, panchkula",8,3,11
2020-08-24,"paras hospital, panchkula",13,0,13
2020-08-24,"ojas hospital, panchkula",5,0,5
2020-08-24,"civil hospital, panchkula",11,1,12
2020-08-24,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-24,total,197,27,224
2020-08-25,"pt bd sharma pgims, rohtak",26,2,28
2020-08-25,"bpsgmc, khanpur kalan, sonepat",9,3,12
2020-08-25,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-25,"kcgmc, karnal",2,5,7
2020-08-25,"mamc, agroha, hisar",17,1,18
2020-08-25,"esic medical college and hospital, faridabad",17,2,19
2020-08-25,"adesh medical college, kurukshetra",9,1,10
2020-08-25,"mm institute of medical sciences & research, mulana",5,5,10
2020-08-25,"artemis hospital, gurugram",1,1,2
2020-08-25,"metro hospital, faridabad",10,0,10
2020-08-25,"qrg central, faridabad",2,0,2
2020-08-25,"qrg medicare, faridabad",9,2,11
2020-08-25,"sarvoday hospital, faridabad",11,0,11
2020-08-25,"escorts fortis, faridabad",5,1,6
2020-08-25,"asian hospital, faridabad",6,2,8
2020-08-25,"alchemist hospital, panchkula",12,0,12
2020-08-25,"paras hospital, panchkula",13,0,13
2020-08-25,"ojas hospital, panchkula",14,1,15
2020-08-25,"civil hospital, panchkula",16,0,16
2020-08-25,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-25,total,194,26,220
2020-08-26,"pt bd sharma pgims, rohtak",21,2,23
2020-08-26,"bpsgmc, khanpur kalan, sonepat",15,3,18
2020-08-26,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-26,"kcgmc, karnal",14,5,19
2020-08-26,"mamc, agroha, hisar",14,1,15
2020-08-26,"esic medical college and hospital, faridabad",17,3,20
2020-08-26,"adesh medical college, kurukshetra",10,1,11
2020-08-26,"mm institute of medical sciences & research, mulana",12,4,16
2020-08-26,"artemis hospital, gurugram",1,1,2
2020-08-26,"metro hospital, faridabad",8,0,8
2020-08-26,"qrg central, faridabad",3,0,3
2020-08-26,"qrg medicare, faridabad",6,2,8
2020-08-26,"sarvoday hospital, faridabad",11,0,11
2020-08-26,"escorts fortis, faridabad",2,1,3
2020-08-26,"asian hospital, faridabad",5,1,6
2020-08-26,"alchemist hospital, panchkula",10,2,12
2020-08-26,"paras hospital, panchkula",12,0,12
2020-08-26,"ojas hospital, panchkula",4,1,5
2020-08-26,"civil hospital, panchkula",15,0,15
2020-08-26,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-26,total,190,27,217
2020-08-27,"pt bd sharma pgims, rohtak",21,2,23
2020-08-27,"bpsgmc, khanpur kalan, sonepat",10,5,15
2020-08-27,"shkm govt. medical college nalhar, nuh",3,0,3
2020-08-27,"kcgmc, karnal",16,5,21
2020-08-27,"mamc, agroha, hisar",14,1,15
2020-08-27,"esic medical college and hospital, faridabad",16,5,21
2020-08-27,"adesh medical college, kurukshetra",11,1,12
2020-08-27,"mm institute of medical sciences & research, mulana",11,6,17
2020-08-27,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-08-27,"artemis hospital, gurugram",1,1,2
2020-08-27,"metro hospital, faridabad",7,0,7
2020-08-27,"qrg central, faridabad",3,0,3
2020-08-27,"qrg medicare, faridabad",9,2,11
2020-08-27,"sarvoday hospital, faridabad",9,0,9
2020-08-27,"escorts fortis, faridabad",1,1,2
2020-08-27,"asian hospital, faridabad",5,2,7
2020-08-27,"alchemist hospital, panchkula",9,3,12
2020-08-27,"paras hospital, panchkula",12,1,13
2020-08-27,"ojas hospital, panchkula",4,1,5
2020-08-27,"civil hospital, panchkula",12,1,13
2020-08-27,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-27,total,181,37,218
2020-08-28,"pt bd sharma pgims, rohtak",21,2,23
2020-08-28,"bpsgmc, khanpur kalan, sonepat",7,5,12
2020-08-28,"shkm govt. medical college nalhar, nuh",3,0,3
2020-08-28,"kcgmc, karnal",16,5,21
2020-08-28,"mamc, agroha, hisar",14,0,14
2020-08-28,"esic medical college and hospital, faridabad",14,7,21
2020-08-28,"adesh medical college, kurukshetra",10,0,10
2020-08-28,"mm institute of medical sciences & research, mulana",10,4,14
2020-08-28,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-08-28,"artemis hospital, gurugram",1,1,2
2020-08-28,"metro hospital, faridabad",5,0,5
2020-08-28,"qrg central, faridabad",2,0,2
2020-08-28,"qrg medicare, faridabad",10,2,12
2020-08-28,"sarvoday hospital, faridabad",10,0,10
2020-08-28,"escorts fortis, faridabad",1,1,2
2020-08-28,"asian hospital, faridabad",4,2,6
2020-08-28,"alchemist hospital, panchkula",11,1,12
2020-08-28,"paras hospital, panchkula",16,1,17
2020-08-28,"ojas hospital, panchkula",3,1,4
2020-08-28,"civil hospital, panchkula",5,1,6
2020-08-28,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-28,total,170,33,203
2020-08-29,"pt bd sharma pgims, rohtak",21,2,23
2020-08-29,"bpsgmc, khanpur kalan, sonepat",5,5,10
2020-08-29,"shkm govt. medical college nalhar, nuh",3,0,3
2020-08-29,"kcgmc, karnal",14,4,18
2020-08-29,"mamc, agroha, hisar",12,1,13
2020-08-29,"esic medical college and hospital, faridabad",17,11,28
2020-08-29,"adesh medical college, kurukshetra",10,0,10
2020-08-29,"mm institute of medical sciences & research, mulana",17,4,21
2020-08-29,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-08-29,"world college of medical sciences, jhajjar",1,0,1
2020-08-29,"artemis hospital, gurugram",1,1,2
2020-08-29,"metro hospital, faridabad",1,0,1
2020-08-29,"qrg central, faridabad",1,0,1
2020-08-29,"qrg medicare, faridabad",12,2,14
2020-08-29,"sarvoday hospital, faridabad",7,0,7
2020-08-29,"escorts fortis, faridabad",1,1,2
2020-08-29,"asian hospital, faridabad",5,2,7
2020-08-29,"alchemist hospital, panchkula",14,1,15
2020-08-29,"paras hospital, panchkula",18,1,19
2020-08-29,"ojas hospital, panchkula",3,1,4
2020-08-29,"civil hospital, panchkula",8,0,8
2020-08-29,"lnjp civil hospital, kurukshetra",6,0,6
2020-08-29,total,178,36,214
2020-08-30,"pt bd sharma pgims, rohtak",17,2,19
2020-08-30,"bpsgmc, khanpur kalan, sonepat",9,5,14
2020-08-30,"shkm govt. medical college nalhar, nuh",4,0,4
2020-08-30,"kcgmc, karnal",14,4,18
2020-08-30,"mamc, agroha, hisar",13,0,13
2020-08-30,"esic medical college and hospital, faridabad",18,10,28
2020-08-30,"adesh medical college, kurukshetra",8,1,9
2020-08-30,"mm institute of medical sciences & research, mulana",22,4,26
2020-08-30,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-08-30,"world college of medical sciences, jhajjar",1,0,1
2020-08-30,"artemis hospital, gurugram",1,1,2
2020-08-30,"metro hospital, faridabad",14,0,14
2020-08-30,"qrg central, faridabad",1,0,1
2020-08-30,"qrg medicare, faridabad",11,2,13
2020-08-30,"sarvoday hospital, faridabad",6,0,6
2020-08-30,"escorts fortis, faridabad",0,1,1
2020-08-30,"asian hospital, faridabad",7,2,9
2020-08-30,"alchemist hospital, panchkula",13,0,13
2020-08-30,"paras hospital, panchkula",17,0,17
2020-08-30,"ojas hospital, panchkula",3,1,4
2020-08-30,"civil hospital, panchkula",17,0,17
2020-08-30,"lnjp civil hospital, kurukshetra",7,0,7
2020-08-30,total,204,33,237
2020-08-31,"pt bd sharma pgims, rohtak",19,2,21
2020-08-31,"bpsgmc, khanpur kalan, sonepat",12,5,17
2020-08-31,"shkm govt. medical college nalhar, nuh",2,0,2
2020-08-31,"kcgmc, karnal",17,4,21
2020-08-31,"mamc, agroha, hisar",23,0,23
2020-08-31,"esic medical college and hospital, faridabad",19,10,29
2020-08-31,"adesh medical college, kurukshetra",7,0,7
2020-08-31,"mm institute of medical sciences & research, mulana",19,6,25
2020-08-31,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-08-31,"world college of medical sciences, jhajjar",1,0,1
2020-08-31,"artemis hospital, gurugram",1,1,2
2020-08-31,"metro hospital, faridabad",14,0,14
2020-08-31,"qrg central, faridabad",1,0,1
2020-08-31,"qrg medicare, faridabad",11,2,13
2020-08-31,"sarvoday hospital, faridabad",6,0,6
2020-08-31,"escorts fortis, faridabad",0,1,1
2020-08-31,"asian hospital, faridabad",7,2,9
2020-08-31,"alchemist hospital, panchkula",15,0,15
2020-08-31,"paras hospital, panchkula",17,0,17
2020-08-31,"ojas hospital, panchkula",1,1,2
2020-08-31,"civil hospital, panchkula",17,0,17
2020-08-31,"lnjp civil hospital, kurukshetra",7,0,7
2020-08-31,total,217,34,251
2020-09-01,"pt bd sharma pgims, rohtak",19,2,21
2020-09-01,"bpsgmc, khanpur kalan, sonepat",11,5,16
2020-09-01,"shkm govt. medical college nalhar, nuh",2,0,2
2020-09-01,"kcgmc, karnal",18,7,25
2020-09-01,"mamc, agroha, hisar",21,0,21
2020-09-01,"esic medical college and hospital, faridabad",18,9,27
2020-09-01,"adesh medical college, kurukshetra",8,3,11
2020-09-01,"mm institute of medical sciences & research, mulana",20,7,27
2020-09-01,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-09-01,"artemis hospital, gurugram",1,1,2
2020-09-01,"metro hospital, faridabad",2,0,2
2020-09-01,"qrg central, faridabad",2,0,2
2020-09-01,"qrg medicare, faridabad",11,2,13
2020-09-01,"sarvoday hospital, faridabad",7,0,7
2020-09-01,"escorts fortis, faridabad",4,1,5
2020-09-01,"asian hospital, faridabad",7,3,10
2020-09-01,"alchemist hospital, panchkula",14,1,15
2020-09-01,"paras hospital, panchkula",16,0,16
2020-09-01,"ojas hospital, panchkula",0,1,1
2020-09-01,"civil hospital, panchkula",18,0,18
2020-09-01,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-01,total,207,42,249
2020-09-02,"pt bd sharma pgims, rohtak",27,2,29
2020-09-02,"bpsgmc, khanpur kalan, sonepat",14,3,17
2020-09-02,"shkm govt. medical college nalhar, nuh",5,0,5
2020-09-02,"kcgmc, karnal",18,6,24
2020-09-02,"mamc, agroha, hisar",20,0,20
2020-09-02,"esic medical college and hospital, faridabad",14,8,22
2020-09-02,"adesh medical college, kurukshetra",10,2,12
2020-09-02,"mm institute of medical sciences & research, mulana",22,5,27
2020-09-02,"sgt medical college & hospital & research institute, budhera, gurugram",1,1,2
2020-09-02,"artemis hospital, gurugram",1,1,2
2020-09-02,"metro hospital, faridabad",2,0,2
2020-09-02,"qrg central, faridabad",5,0,5
2020-09-02,"qrg medicare, faridabad",10,2,12
2020-09-02,"sarvoday hospital, faridabad",8,0,8
2020-09-02,"escorts fortis, faridabad",5,0,5
2020-09-02,"asian hospital, faridabad",6,3,9
2020-09-02,"alchemist hospital, panchkula",15,1,16
2020-09-02,"paras hospital, panchkula",14,0,14
2020-09-02,"ojas hospital, panchkula",1,2,3
2020-09-02,"civil hospital, panchkula",14,0,14
