date,icu_patients_today,icu_patients_today_districts,ventilator_patients_today,ventilator_patients_today_districts,discharged_patients_today,discharged_patients_today_districts,deaths_today,deaths_today_districts
2021-03-20,3,"Ropar-1, Ludhiana-2)",6,"Amritsar-4, Ludhiana-1, Patiala-1)",1011,"Ludhiana-205, Patiala-121,SAS Nagar-138, Amritsar-79, Gurdaspur-34,Hoshiarpur-38, Ferozepur-19, Pathankot-10, Sangrur-24, Kapurthala-100, Faridkot-17, Muktsar-5, Fazilka-4, Moga-26, FG Sahib-50, SBS Nagar-135, Mansa-6)",38,"Amritsar-4, Barnala-2, Fazilka-1, Gurdaspur-3, Hoshiarpur-4, Jalandhar-11, Kapurthala-2, Ludhiana-2, Moga-2, Patiala-3, Sangrur-2, Tarn Taran-2)"
2021-03-21,21,"Patiala-15, Faridkot-6)",4,"Faridko-1, Ludhiana-1, Patiala-1, Ropar-1)",1331,"Ludhiana-121, Jalandhar-135, Patiala-115,SAS Nagar-140, Amritsar-80, Gurdaspur-40, Bathinda-8, Hoshiarpur-252, Ferozepur-28, Pathankot-1, Sangrur-7, Kapurthala-144, Faridkot-11, Muktsar-14, Fazilka-23, Moga-18, Ropar-77, FG Sahib-15, Barnala-1, SBS Nagar-100, Mansa-1)",44,"Amritsar-5, Ferozepur-1, Gurdaspur-7, Hoshiarpur-10, Jalandhar-6, Kapurthala-1, Ludhiana-8, Pathankot-1, Patiala-1, SAS Nagar-1, Sangrur-1, Tarn Taran-2)"
2021-03-22,27,"Amritsar-4, Ludhiana-19, Patiala-1,SAS Nagar-3)",0,,1870,"Ludhiana-286, Jalandhar-473, Patiala-142,SAS Nagar-178, Amritsar-112, Gurdaspur-102, Bathinda-40, Hoshiarpur-219, Ferozepur-7, Pathankot-22, Sangrur-58, Kapurthala-103, Faridkot-23, Muktsar-11, Fazilka-13, Moga-6, FG Sahib-27, Barnala-4, SBS Nagar-44)",58,"Amritsar-4, Bathinda-3, Faridkot-3, Fazilka-1, Gurdaspur-4, Hoshiarpur-10, Jalandhar-9, Kapurthala-3, Ludhiana-2, Mansa-1, SAS Nagar-2, Patiala-1, Ropar-2, Sangrur-1, SBS Nagar-9, Tarn Taran-3)"
2021-03-23,8,"Amritsar-3, Jalandhar-2, Patiala-3)",7,"Amritsar-3, Ludhiana-2, Patiala-2)",1426,"Ludhiana-212,Jalandhar-258, Patiala-110,SAS Nagar-115, Amritsar-103, Gurdaspur-43, Bathinda-45, Hoshiarpur-116, Ferozepur-15, Pathankot-17, Sangrur-7, Kapurthala-109, Faridkot-27, Muktsar-11, Fazilka-7, Moga-24, FG Sahib-12, SBS Nagar-173, Mansa-22)",53,"Amritsar-3, Gurdaspur-2, Hoshiarpur-9, Jalandhar-14, Ludhiana-4, Moga-3, SAS Nagar-3, Patiala-6, Ropar-2, Sangrur-1, SBS Nagar-4, Tarn Taran-2)"
2021-03-24,10,"Faridkot-3, Jalandhar-7)",5,"Amritsar-3, Fridkot-1, Ludhiana-1)",1455,"Ludhiana-196,Jalandhar-382, Patiala-123,SAS Nagar-158, Amritsar-110, Gurdaspur-21,Hoshiarpur-115, Ferozepur-7, Pathankot-6, Sangrur-22, Kapurthala-98, Faridkot-9, Fazilka-1, Moga-25, Ropar-51, FG Sahib-9, Barnala-1,SBS Nagar-102, Mansa-19)",39,"Amritsar-2, Faridkot-1, F G Sahib-1, Gurdaspur-3, Hoshiarpur-4, Jalandhar-11, Kapurthala-4, Ludhiana-2, SAS Nagar-2, Muktsar-1, Patiala-3, Ropar-4, Sangrur-1,)"
2021-03-25,20,"Amritsar-10, Ludhiana-10)",1,Ludhiana-1),1735,"Ludhiana-161,Jalandhar-340, Patiala-155,SAS Nagar-194, Amritsar-147, Gurdaspur-100,Bathinda-47, Hoshiarpur-171, Ferozepur-12, Pathankot-29, Sangrur-2,  Kapurthala-61, Faridkot-6, Mukatsar-9, Fazilka-15, Moga-11, Ropar-50, FG Sahib-45, Barnala-1,Tarn Taran-104, SBS Nagar-67, Mansa-8)",43,"Amritsar-2, Ferozepur-1, Gurdaspur-1, Hoshiarpur-6, Jalandhar-11, Ludhiana-7, SAS Nagar-2, Patiala-2, Sangrur-1, SBS Nagar-8, Tarn Taran-2)"
2021-03-26,7,Amritsar-7),4,"Ludhiana-3, Patiala-1)",1816,"Ludhiana-274, Jalandhar-20, Patiala-159,SAS Nagar-173, Amritsar-118, Gurdaspur-112, Bathinda-68, Hoshiarpur-254, Ferozepur-17, Pathankot-20, Sangrur-58, Kapurthala-137, Faridkot-4, Muktsar-3, Fazilka-9, Moga-46, Ropar-135, FG Sahib-46, Barnala-4, SBS Nagar-141, Mansa-18)",59,"Amritsar-4, Bathinda-4, Faridkot-1, Gurdaspur-1, Hoshiarpur-14, Jalandhar-14, Kapurthala-4, Ludhiana-5, SAS Nagar-1, Patiala-3, Ropar-1, Sangrur-2, SBS Nagar-4, Tarn Taran-1)"
2021-03-27,11,"Amritsar-5,Ludhiana-1, Jalandhar-5)",1,Patiala-1),2141,"Ludhiana-284,Jalandhar-404, Patiala-201,SAS Nagar-214, Amritsar-105, Gurdaspur-101,Hoshiarpur-348, Ferozepur-27, Pathankot-27, Sangrur-39, Kapurthala-151, Faridkot-30, Muktsar-20, Fazilka-11, Moga-23, FG Sahib-10, Barnala-6,SBS Nagar-137, Mansa-3)",46,"Amritsar-3, Fazilka-1, Ferozepur-1, Gurdaspur-1, Hoshiarpur-11, Jalandhar-5,Ludhiana-5, Mukatsar-1, Pathankot-1, Patiala-8, Ropar-2, SBS Nagar-3, Tarn Taran-4)"
2021-03-30,12,"Ludhiana-5, Patiala-7)",9,"Amritsar-1, Ludhiana-5, Patiala-3, )",2536,"Ludhiana-363, Jalandhar-454, Patiala-212, SAS Nagar-364, Amritsar-195, Gurdaspur-124, Bathinda 58, Hoshiarpur-90, Ferozepur-26, Pathankot-37, Sangrur-10, Kapurthala-200, Faridkot-34, Muktsar-46, Fazilka-31, Moga-19, FG Sahib-26, Barnala-3,Tarn Taran -122, SBS Nagar-96, Mansa-26)",65,"Amritsar-4, Barnala-1, Bathinda-3, Fatehgarh Sahib-2, Gurdaspur-3, Hoshiarpur-10, Jalandhar-7, Kapurthala-4, Ludhiana-7, SAS Nagar-1,Pathankot-1, Patiala-4, Ropar-5, Sangrur-6, SBS Nagar-7)"
2021-03-31,10,Amritsar-10),0,,2788,"Ludhiana-231, Jalandhar-344, Patiala-183, SAS Nagar-317, Amritsar-246, Gurdaspur-76, Bathinda 111, Hoshiarpur-124, Ferozepur-28, Pathankot-21, Sangrur-64, Kapurthala-148, Faridkot-13, Muktsar-8, Fazilka-30, Ropar-37, FG Sahib-107, Barnala-6, Tarn Taran -587, SBS Nagar-90, Mansa-17)",56,"Amritsar-3, Faridkot-2, Gurdaspur-2, Hoshiarpur-9, Jalandhar-9, Kapurthala-4, Ludhiana-8, Moga-1, SAS Nagar-5, Pathankot-1, Patiala-8, Sangrur-3,Tarn Taran-1)"
2021-04-02,5,"Amritsar-3, Ludhiana -2)",1,Ludhiana-1),2002,"Ludhiana-358, Jalandhar-282, Patiala-211, SAS Nagar-298, Amritsar- 190, Gurdaspur-157,  Hoshiarpur-245, Ferozepur-40, Pathankot-36, Sangrur-8, Faridkot-5, Muktsar-9, Fazilka-15, Moga-20, Ropar-45, FG Sahib-7, Barnala-11, SBS Nagar- 41, Mansa-24)",57,"Amritsar-6, Bathinda-3, Gurdaspur-5, Hoshiarpur-9, Jalandhar-9, Kapurthala-2, Ludhiana-5, Moga-2, SAS Nagar-3,   Pathankot-2, Patiala-6, Tarn Taran-5)"
2021-04-03,8,Patiala-8),4,Patiala-4),2781,"Ludhiana-402, Jalandhar-354, Patiala-231, SAS Nagar- 243, Amritsar- 246, Hoshiarpur-207, Bathind-130, Gurdaspur-132, Kapurthala-294,  SBS Nagar- 44, Pathankot-77, Sangrur-75, Ropar-48, Faridkot-70, Fazilka-38, Muktsar-5, FG Sahib-34, Tarn Taran-97, Moga-19, Mansa-15, Barnala-20)",49,"Amritsar-7, Bathinda-2, Fazilka-1, Ferozpur-1,Gurdaspur-5, Hoshiarpur-6, Jalandhar-4, Kapurthala-3, Ludhiana-5, SAS Nagar-3, Pathankot-1, Patiala-2, Ropar-4, Sangrur-3, Tarn Taran-2)"
2021-04-04,9,Ludhiana-9),3,"Ludhiana-2, Amritsar-1)",2955,"Ludhiana-523, Jalandhar-499, SAS Nagar- 262, Patiala-227, Amritsar- 290, Hoshiarpur-340, Bathinda-80, Gurdaspur-107, Kapurthala-148, SBS Nagar- 90, Pathankot-27, Sangrur-34, Ropar-126, Faridkot-35, Muktsar-37, FG Sahib-34, Moga-65, Mansa-28, Barnala-3)",51,"Amritsar-10, Bathinda-1, Gurdaspur-7, Hoshiarpur-7, Jalandhar-7, Ludhiana-7, SAS Nagar-3, Patiala-3, Ropar-4, Tarn Taran-2)"
2021-04-05,15,"Jalandhar-1, Ludhiana-3, Faridkot-11)",2,Ludhiana-2),2515,"Ludhiana-381, Jalandhar-388, SAS Nagar- 275, Patiala-211, Amritsar- 297, Hoshiarpur-160, Gurdaspur-118, Kapurthala-123, SBS Nagar- 111, Pathankot-27, Sangrur-71, Ferozpur-34, Faridkot-56, Fazilka-62, Muktsar-34, FG Sahib-73, Tarn Taran-39, Moga-21, Mansa-13, Barnala-21)",72,"Amritsar-5, Barnala-1, Fatehgarh Sahib-2, Ferozpur-4, Gurdaspur-8, Hoshiarpur-11, Jalandhar-7, Kapurthala-7, Ludhiana-8, SAS Nagar-5, Muktsar-1, Pathankot-1, Patiala-4, Sangrur-1, SBS Nagar- 6,  Tarn Taran-1)"
2021-04-06,42,"Amritsar-11, Jalandhar-3, SAS Nagar-1, Faridkot-27)",4,"Amritsar-3, Ludhiana-1)",2350,"Ludhiana-355, Jalandhar-436, Patiala-286, Amritsar- 204, Hoshiarpur-190, Bathinda-62, Gurdaspur-106, Kapurthala-139, SBS Nagar- 115, Pathankot-32, Sangrur-50, Ferozpur-95, Ropar-56, Faridkot-34, Fazilka-29, Muktsar-39, FG Sahib-3, Tarn Taran-56, Moga-26, Mansa-30, Barnala-7)",62,"Amritsar-9, Barnala-1, Bathinda-2, Faridkot-1, Fazilka-1, Ferozpur-1, Gurdaspur-5, Hoshiarpur-7, Jalandhar-6, Kapurthala-5, Ludhiana-5, SAS Nagar-5, Muktsar-2, Patiala-4, Ropar-1, Sangrur-1, SBS Nagar- 3,  Tarn Taran-3)"
2021-04-07,8,Faridkot-8),0,,2959,"Ludhiana-300, Jalandhar-379, Patiala-297, SAS Nagar-329, Amritsar-313, Hoshiarpur-198, Bathinda-265, Gurdaspur-87, Kapurthala-185, SBS Nagar- 140, Pathankot-15, Sangrur-25, Ferozpur-57, Ropar-154, Faridkot-64, Fazilka-6, Muktsar-58, FG Sahib-21, Tarn Taran-17, Moga-16, Mansa-25, Barnala-8)",63,"Amritsar-7,  Bathinda-2, Fazilka-1, Faridkot-1, Ferozpur-1, Gurdaspur-3, Hoshiarpur-7, Jalandhar-4, Kapurthala-4, Ludhiana-4, Moga-2, SAS Nagar-9, Pathankot-2, Patiala-6, Ropar-6, Sangrur-2, SBS Nagar- 1,  Tarn Taran-1)"
2021-04-08,4,Jalandhar-4),3,"Amritsar-1, Faridkot-1, Ludhiana-1)",2480,"Ludhiana-261, Jalandhar-366, Patiala-325, SAS Nagar-267, Amritsar-372, Hoshiarpur-268, Bathinda-108, Gurdaspur-188, Kapurthala-17, SBS Nagar- 34, Pathankot-14, Sangrur-38, Ferozpur-27, Faridkot-11, Fazilka-33, Muktsar-4, FG Sahib-65, Tarn Taran-1, Moga-23, Mansa-16, Barnala-42)",56,"Amritsar-7, Barnala-2, Bathinda-2, Fazilka-1, Faridkot-1, Ferozpur-2, Gurdaspur-1, Hoshiarpur-12, Jalandhar-8, Kapurthala-3, Ludhiana-4, SAS Nagar-2, Patiala-6, Sangrur-3, Tarn Taran-2)"
2021-04-09,21,"Amritsar-15, Ludhiana-6)",19,"Amritsar-4, Faridkot-3, Jalandhar-2, Ludhiana-3, Patiala-7)",2518,"Ludhiana-388, Jalandhar-314, Patiala-231, SAS Nagar-447, Amritsar-357, Hoshiarpur-129, Bathinda-43, Gurdaspur-180, SBS Nagar- 50, Pathankot-64, Sangrur-78, Faridkot-20, Fazilka-33, Muktsar-15, FG Sahib-57, Moga-24, Mansa-13, Ropar-65, Barnala-10)",56,"Amritsar-9, Bathinda-2, Faridkot-2, Fg. Sahib-1, Fazilka-1, Ferozpur-1, Gurdaspur-4, Hoshiarpur-6, Jalandhar-4, Kapurthala-3, Ludhiana-4, SAS Nagar-4, Muktsar-1, Patiala-6, Ropar-3, Sangrur-1, SBS Nagar-2, Tarn Taran-2)"
2021-04-10,7,"Patiala-5, Ludhiana-2)",4,Ludhiana-4),2385,"Ludhiana-278, Jalandhar-384, Patiala-261, Amritsar-331, Hoshiarpur-143, Bathinda-167, Gurdaspur-131, Kapurthala-94, SBS Nagar- 59, Pathankot-51, Sangrur-40, Ferozpur-90, Ropar-43,  Fazilka-24, Muktsar-27, FG Sahib-35, Tarn Taran-152, Moga-17, Mansa-36, Barnala-22)",58,"Amritsar-5, Barnala-1, Bathinda-2, FG Sahib-1, Ferozpur-1, Gurdaspur-7, Hoshiarpur-10, Jalandhar-6, Kapurthala-1, Ludhiana-6, Moga-2, SAS Nagar-2, Pathankot-2, Patiala-4, Ropar-4, Sangrur-1, SBS Nagar-1, Tarn Taran-2)"
2021-04-11,10,"Amritsar-4, Jalandhar-2 Patiala-4)",11,"Amritsar-7, Ludhiana-2, Patiala-2)",3121,"Ludhiana-387, Jalandhar-427, SAS nagar-724, Patiala-303, Amritsar-230, Hoshiarpur-167, Bathinda-280, Gurdaspur-8, SBS Nagar-44, Pathankot-36, Sangrur-66, Ropar-191, Faridkot-56, Fazilka-35, Muktsar-17, FG. Sahib-35, Moga-51, Mansa-41, Barnala-23)",59,"Amritsar-9, Bathinda-3, Faridkot-2, FG Sahib-2, Fazilka-1, Ferozpur-3, Gurdaspur-3, Hoshiarpur-6, Jalandhar-5, Kapurthala-1, Ludhiana-7, SAS Nagar-4, Patiala-3, Sangrur-7, Tarn Taran-3)"
2021-04-12,12,"Jalandhar-4, Ludhiana-7 Patiala-1)",5,"Ludhiana-4, Patiala-1)",3407,"Ludhiana-571, Jalandhar-399, SAS nagar-414, Patiala-231, Amritsar-280, Hoshiarpur-227, Bathinda-115, Gurdaspur-74, Kapurthala-359 SBS Nagar-70, Pathankot-35, Sangrur-98, Ferozpur-132, Ropar-74, Faridkot-145, Fazilka-8, Muktsar-10, FG. Sahib-67, Moga-19, Mansa-23, Barnala-56)",52,"Amritsar-8, Faridkot-2, FG Sahib-1, Fazilka-1, Ferozpur-1, Gurdaspur-5, Hoshiarpur-8, Jalandhar-5, Kapurthala-3, Ludhiana-5, SAS Nagar-1, Muktsar-1, Pathankot-2, Patiala-5, Ropar-2, SBS Nagar-1, Tarn Taran-1)"
2021-04-13,0,,11,"Faridkot-5, Ludhiana-3, Patiala-3)",2612,"Ludhiana-467, Jalandhar-365, Patiala-245, Amritsar-225, Hoshiarpur-275, Bathinda-105, Gurdaspur-186, Kapurthala-42 SBS Nagar-34, Pathankot-40, Sangrur-47, Ropar-72, Faridkot-82, Fazilka-29, Muktsar-110, FG. Sahib-38, Tarn Taran-139, Moga-18, Mansa-24, Barnala-69)",53,"Amritsar-5, Barnala-1, Fazilka-2, Gurdaspur-6, Hoshiarpur-7, Jalandhar-5, Kapurthala-3, Ludhiana-3, Moga-2, SAS Nagar-4, Pathankot-1, Patiala-5, Ropar-1, Sangrur-6, SBS Nagar-1, Tarn Taran-1)"
2021-04-19,11,"Ludhiana-6, Patiala-5)",5," Patiala-2, Ludhiana-3)",3418,"Ludhiana-488, Jalandhar-361, Patiala-343, SAS Nagar-608, Amritsar-300, Hoshiarpur-157, Bathinda-128, Gurdaspur-131, Kapurthala-108, SBS Nagar-4, Pathankot-115, Sangrur-99, Ferozpur-20, Ropar-108, Faridkot-57, Fazilka-99, Muktsar-98, FG Sahib-55, Tarn Taran-56, Moga-19, Mansa-44, Barnala-20)",84,"Amritsar-12, Bathinda-7,Faridkot-2, Fazilka-1, Ferozpur-1, Gurdaspur-5, Hoshiarpur-2, Jalandhar-6, Kapurthala-3, Ludhiana-10, Mansa-2, SAS Nagar-5, Pathankot-2, Patiala-7, Ropar-5, Sangrur-8, Tarn Taran-6)"
2021-04-21,6," Faridkot-5, Jalandhar-1)",1,Jalandhar-1),2727,"Ludhiana-609, Jalandhar-372, Patiala-253, Amritsar-300, Hoshiarpur-208, Bathinda-173, Gurdaspur-59, Kapurthala-103, SBS Nagar-34, Pathankot-50, Sangrur-33, Ferozpur-93, Ropar-68, Faridkot-46, Fazilka-70, Muktsar-51, FG Sahib-60, Tarn Taran-62, Mansa-54, Barnala-29)",69,"Amritsar-10, Barnala-1, Bathinda-2, Faridkot-1, Fazilka-2, Ferozpur-7, Gurdaspur-3, Hoshiarpur-5, Jalandhar-5, Kapurthala-3, Ludhiana-7, Muktsar-1, SAS Nagar-6, Pathankot-2, Patiala-6, SBS Nagar-4, Tarn Taran-4)"
2021-04-22,21,"Patiala-10, Faridkot-7, Jalandhar-4)",3,"Ludhiana-2, Patiala-1)",3657,"Ludhiana-336, Jalandhar-424, SAS Nagar-1056 ,Patiala-365, Amritsar-295, Hoshiarpur-67, Bathinda-339, Gurdaspur-112, Kapurthala-86, SBS Nagar-18, Pathankot-99, Sangrur-56, Ferozpur-108, Ropar-55, Faridkot-40, Fazilka-57, Muktsar-63, FG Sahib-24, Moga-2, Mansa-44, Barnala-11)",76,"Amritsar-10,Barnala-1, Bathinda-5, FG Sahib-1, Fazilka-2, Ferozpur-2, Gurdaspur-9, Hoshiarpur-4, Jalandhar-5, Kapurthala-3, Ludhiana-7, Moga-1, Mohali-7, Muktsar-2, Pathankot-4, Patiala-5, Ropar-3, Sangrur-1, Tarn Taran-4)"
2021-04-23,22,"Patiala-12, Ludhiana-7, Jalandhar-3)",6,"Amritsar-1, Fardikot-1, Ludhiana-2, Patiala-2)",3294,"Ludhiana-564, Jalandhar-314, SAS Nagar-484 ,Patiala-308, Amritsar-290, Hoshiarpur-65, Bathinda-263, Gurdaspur-187, Kapurthala-55, SBS Nagar-55, Pathankot-101, Sangrur-95, Ferozpur-70, Ropar-107, Faridkot-102, Muktsar-54, FG Sahib-35, Mansa-82, Barnala-63)",76,"Amritsar-8, Barnala-2, Bathinda-6, Faridkot-2, Fazilka-1,Gurdaspur-7, Hoshiarpur-5, Jalandhar-5, Kapurthala-7, Ludhiana-8, Mansa-1, Mohali-5, Muktsar-3, Pathankot-2, Patiala-6, Ropar-3, Sangrur-3, SBS Nagar-2)"
2021-04-24,56,"Amritsar-19, Faridkot-21, Patiala-16)",18,"Amritsar-3, Fardikot-6, Ludhiana-6, Patiala-3)",2949,"Ludhiana-483, Jalandhar-410, SAS Nagar-351, Patiala-353, Amritsar-300, Hoshiarpur-195, Bathinda-186, SBS Nagar-30, Pathankot-97, Sangrur-31, Ferozpur-52, Ropar-84, Faridkot-48, Fazilka-105, Muktsar-69, FG Sahib-62, Mansa-66, Barnala-27)",92,"Amritsar11, Bathinda-6, Faridkot-2, FG Sahib -1, Fazilka-3, Ferozpur-1, Gurdaspur-8, Hoshiarpur-5, Kapurthala-3, Jalandhar-6,  Ludhiana-10, Moga-2, Mohali-11, Muktsar-3, Pathankot-2, Patiala-7, Ropar-3, Sangrur-6, Tarn Taran-2)"
2021-04-25,7,"Amritsar-1, Faridkot-4, Patiala-2)",17,"Amritsar-2, Fardikot-4, Patiala-11)",5315,"Ludhiana-883, Jalandhar-403, SAS Nagar-932, Patiala-849, Amritsar-357, Hoshiarpur-281, Bathinda-317, Gurdaspur-329, Kapurthala-166, SBS Nagar-28, Pathankot-135, Sangrur-71, Ferozpur-6, Ropar-60, Faridkot-66, Fazilka-128, Muktsar-57, FG Sahib-24, Tarn Taran-118, Mansa-71, Barnala-34)",76,"Amritsar-9, Barnala-2, Bathinda-4, Faridkot-2, Fazilka-4, Ferozpur-1, Gurdaspur-5, Hoshiarpur-6, Kapurthala-2, Jalandhar-3,  Ludhiana-9, Mansa-2, Mohali-5, Pathankot-2, Patiala-14, Ropar-3, Sangrur-1, Tarn Taran-2)"
2021-04-26,13,"Ludhiana -2, Patiala-11)",22,"Amritsar-4, Jalandhar-3, Ludhiana -11, Patiala-4)",4438,"Ludhiana-748, Jalandhar-532, SAS Nagar-585, Patiala-403, Amritsar-400, Hoshiarpur-292, Bathinda-353, Gurdaspur-197, Kapurthala-118, SBS Nagar-60, Pathankot-143, Ferozpur-85, Ropar-123, Faridkot-66, Fazilka-147, Muktsar-74, FG Sahib-38,  Mansa-60, Barnala-14)",98,"Amritsar-11, Bathinda-4, Faridkot-1, Fazilka-2, Ferozpur-2, Gurdaspur-7, Hoshiarpur-7, Jalandhar-6,  Ludhiana-10, Mansa-2, Moga-2, Mohali-11, Muktsar-3, Pathankot-3, Patiala-14, Ropar-2, Sangrur-7, SBS Nagar-2, Tarn Taran-2)"
2021-04-28,20,"Ludhiana -5, Patiala-15)",16,"Amritsar-12, Faridkot-4 )",5272,"Ludhiana-546, Jalandhar-931, SAS Nagar-852, Patiala-254, Amritsar-730, Hoshiarpur-50, Bathinda-387, Gurdaspur-263, Kapurthala-83,  SBS Nagar-43, Pathankot-101, Sangrur-196, Ferozpur-104, Ropar-49, Faridkot-69, Fazilka-75, Muktsar-162, FG Sahib-59,   Tarn Taran-37, Moga-146, Mansa-115, Barnala-20)",142,"Amritsar-18, Barnala-1, FG Sahib-4, Fazilka-4, Ferozpur-5, Gurdaspur-22, Hoshiarpur-5, Jalandhar-8, Ludhiana-15, Mansa-3, Moga-1, S.A.S Nagar -12, Muktsar-3, Pathankot-1, Patiala-10, Ropar-6, Sangrur-17, SBS Nagar-4, Tarn Taran-3)"
2021-04-29,67,"Amritsar-30, Faridkot-8, Jalandhar-3, Patiala-26)",12,"Ludhiana-8, Faridkot-4 )",5059,"Ludhiana-1140, Jalandhar-498, SAS Nagar-774, Patiala-295, Amritsar-335, Hoshiarpur-281, Bathinda-254, Gurdaspur-150, Kapurthala-61,  SBS Nagar-28, Pathankot-149, Sangrur-163, Ferozpur-113,  Ropar-115, Faridkot-106, Fazilka-166, Muktsar-172, FG Sahib-33,   Tarn Taran-88, Moga-39, Mansa-67, Barnala-32)",138,"Amritsar-14, Barnala-1, Bathinda-21, Faridkot-4, FG Sahib-2, Fazilka-1, Ferozpur-3, Gurdaspur-6, Hoshiarpur-6, Jalandhar-7, Ludhiana-18, Mansa-4, Moga-1, S.A.S Nagar -8, Muktsar-4, Pathankot-5, Patiala-11, Ropar-2, Sangrur-12, SBS Nagar-4, Tarn Taran-4)"
2021-04-30,24,"Jalandhar-1, Ludhiana-5, Patiala-18)",3,Ludhiana-3 ),5106,"Ludhiana-1027, Jalandhar-484, SAS Nagar-681, Patiala-390, Amritsar-345, Hoshiarpur-206, Bathinda-213, Gurdaspur-280, Kapurthala-134,  SBS Nagar-55, Pathankot-161, Sangrur-154, Ferozpur-98,  Ropar-83, Faridkot-154, Fazilka-100, Muktsar-93, FG Sahib-43, Tarn Taran-155, Moga-39, Mansa-165, Barnala-46)",114,"Amritsar-17, Barnala-2, Faridkot-2, FG Sahib-3, Fazilka-3, Ferozpur-5, Gurdaspur-7, Hoshiarpur-5, Jalandhar-7, Ludhiana-20, Kapurthala-3,  Moga-2, S.A.S Nagar -8, Muktsar-7, Pathankot-3, Patiala-12, Sangrur-6, SBS Nagar-2)"
2021-05-01,56,"Amritsar-32, Faridkot-17,Jalandhar-2, Ludhiana-1, Patiala- 4)",24,"Amritsar-4, Faridkot-7, Patiala-7, Ludhiana-6 )",4448,"Ludhiana-533, Jalandhar-403, SAS Nagar-789, Patiala-521, Amritsar-270, Hoshiarpur-151, Bathinda-269, Gurdaspur-145, Kapurthala-163,  SBS Nagar-73, Pathankot-135, Sangrur-19, Ferozpur-60,  Ropar-70, Faridkot-135, Fazilka-144, Muktsar-123, FG Sahib-134, Tarn Taran-4, Moga-102, Mansa-180, Barnala-25)",138,"Amritsar-8, Barnala-4, Bathinda-22, Fazilka-7, Ferozpur-5, Gurdaspur-12, Hoshiarpur-6, Jalandhar-8, Ludhiana-18, Kapurthala-4,  Mansa-1, S.A.S Nagar -8, Muktsar-5, Pathankot-2, Patiala-12, Ropar-4, Sangrur-10, Tarn Taran-2)"
2021-05-02,36,"Amritsar-10, Faridkot-13,Jalandhar-2, Patiala- 11)",24,"Jalandhar-2, Patiala-14, Ludhiana-8 )",5244,"Ludhiana-356, Jalandhar-448, SAS Nagar-975, Patiala-470, Amritsar-460, Hoshiarpur-280, Bathinda-477, Gurdaspur-188, Kapurthala-54,  SBS Nagar-41, Pathankot-165, Sangrur-176, Ferozpur-157,  Ropar-136, Faridkot-97, Fazilka-131, Muktsar-173, Tarn Taran-66, Moga-68, Mansa-257, Barnala-69)",157,"Amritsar-15, Barnala-1, Bathinda-18, Faridkot-5, Fazilka-13, Ferozpur-4, FG Sahib-3, Gurdaspur-11, Hoshiarpur-7, Jalandhar-8, Ludhiana-17, Kapurthala-2,  Mansa-3, Moga-5, S.A.S Nagar -7, Muktsar-7, Pathankot-3, Patiala-9, Ropar-3, Sangrur-12, Tarn Taran-4)"
2021-05-03,34,"Amritsar-15, Jalandhar-3, Patiala- 16)",18,"Amritsar-5, Faridkot-7, Ludhiana-6 )",6016,"Ludhiana-738, Jalandhar-598, SAS Nagar-1042, Patiala-412, Amritsar-700, Hoshiarpur-201, Bathinda-585, Gurdaspur-158, Kapurthala-102,  SBS Nagar-63, Pathankot-180, Sangrur-226, Ferozpur-62,  Ropar-73, Faridkot-116, Fazilka-159, Muktsar-204, Tarn Taran-96, Moga-21, Mansa-191, Barnala-89)",157,"Amritsar-13, Barnala-3, Bathinda-13, Faridkot-4, Fazilka-8, Ferozpur-1, FG Sahib-2, Gurdaspur-4, Hoshiarpur-9, Jalandhar-7, Ludhiana-21, Kapurthala-5,  Mansa-2, Moga-1, S.A.S Nagar -12, Muktsar-8, Pathankot-11, Patiala-10, Sangrur-16, SBS Nagar-2, Tarn Taran-5)"
2021-05-04,34,"Amritsar-14, Jalandhar-1, Ludhiana-14, Patiala- 5)",11,"Faridkot-8, Jalandhar-1, Patiala-1, Ludhiana-1 )",6115,"Ludhiana-1320, SAS Nagar-886, Patiala-523, Amritsar-379, Hoshiarpur-263, Bathinda-660, Gurdaspur-211, Kapurthala-138,  SBS Nagar-59, Pathankot-239, Sangrur-115, Ferozpur-143,  Ropar-113, Faridkot-148, Fazilka-226, Muktsar-106, FG Sahib-60, Tarn Taran-135, Moga-90, Mansa-238, Barnala-63)",173,"Amritsar-16, Barnala-3, Bathinda-20, Faridkot-6, Fazilka-10, Ferozpur-6, FG Sahib-2, Gurdaspur-5, Hoshiarpur-6, Jalandhar-8, Ludhiana-20, Kapurthala-4,  Mansa-2, Moga-3, S.A.S Nagar -12, Muktsar-8, Pathankot-6, Patiala-16, Ropassr-5, Sangrur-10, SBS Nagar-1, Tarn Taran-4)"
