date,district,containment,population_contained
2020-07-20,jalandhar,model town (mata wali gali ),104
2020-07-20,jalandhar,"nathewal,",13
2020-07-20,jalandhar,"new bazar , garha",480
2020-07-20,jalandhar,ram nagar,185
2020-07-20,jalandhar,rani bagh,280
2020-07-20,jalandhar,rasta mohalla,720
2020-07-20,jalandhar,"samrai , jandiala",304
2020-07-20,jalandhar,sangat nagar,2670
2020-07-20,jalandhar,sbs nagar,380
2020-07-20,jalandhar,"surya vihar , maqsuda",142
2020-07-20,ludhiana,gobind singh nagar,2000
2020-07-20,ludhiana,jeevan nagar gali no18,487
2020-07-20,ludhiana,kidwai nagar,1050
2020-07-20,ludhiana,navi abadi khanna,670
2020-07-20,ludhiana,rajiv gandhi colony focal point,585
2020-07-20,ludhiana,vill bains ayai janpath nagar,305
2020-07-20,mansa,"boha, urban area ward no10",1425
2020-07-20,moga,ward no 15,350
2020-07-20,mohali,peermuchalla near dakoli zirakpur,220
2020-07-20,mohali,phase 9 mohali,150
2020-07-20,muktsar sahib,village maan singh wala s/c bhangewala,500
2020-07-20,pathankot,vill.habita pindi,332
2020-07-20,patiala,"adarsh colony, patiala",41
2020-07-20,patiala,jattan patti samana,100
2020-07-20,patiala,macchi hata chowk samana,162
2020-07-20,patiala,peer gouri mohalla,120
2020-07-20,patiala,tej colony samana,64
2020-07-20,sbs nagar,bhatti colony nawanshehr,66
2020-07-20,sbs nagar,"routan mohalla, rahon",6
2020-07-21,amritsar,ganda singh colony,500
2020-07-21,faridkot,balaji colony st no2,75
2020-07-21,faridkot,dhana basti,383
2020-07-21,fatehgarh sahib,humayupur sirhind,450
2020-07-21,fatehgarh sahib,"khushwant enclave, bassi pathana",150
2020-07-21,fatehgarh sahib,"vill bhambri, khamano",250
2020-07-21,ferozepur,lal kurti area,3037
2020-07-21,jalandhar,adda hoshiarpur,171
2020-07-21,jalandhar,akaalpur village,116
2020-07-21,jalandhar,"akbarpur khurd , nakodar",320
2020-07-21,jalandhar,"byant nagar,",172
2020-07-21,jalandhar,dhanmohalla in kazi mandi,224
2020-07-21,jalandhar,gobindgarh,146
2020-07-21,jalandhar,golden avenue,332
2020-07-21,jalandhar,hardyal nagar,339
2020-07-21,jalandhar,imli wala mohalla,231
2020-07-21,jalandhar,issa nagar,659
2020-07-21,jalandhar,laj path nagar,202
2020-07-21,jalandhar,model town (mata wali gali ),104
2020-07-21,jalandhar,"nathewal,",13
2020-07-21,jalandhar,"new bazar , garha",480
2020-07-21,jalandhar,ram nagar,185
2020-07-21,jalandhar,rani bagh,280
2020-07-21,jalandhar,rasta mohalla,720
2020-07-21,jalandhar,sangat nagar,2670
2020-07-21,jalandhar,sbs nagar,380
2020-07-21,jalandhar,"surya vihar , maqsuda",142
2020-07-21,ludhiana,ews colony,1550
2020-07-21,ludhiana,gobind singh nagar,2000
2020-07-21,ludhiana,jeevan nagar gali no18,567
2020-07-21,ludhiana,kidwai nagar,1050
2020-07-21,ludhiana,rajiv gandhi colony focal point,585
2020-07-21,ludhiana,ram nagar,2682
2020-07-21,ludhiana,vill bains ayai janpath nagar,305
2020-07-21,mansa,"boha, urban area ward no10",1425
2020-07-21,moga,ward no 15,350
2020-07-21,mohali,peermuchalla near dakoli zirakpur,220
2020-07-21,mohali,phase 9 mohali,150
2020-07-21,muktsar sahib,village maan singh wala s/c bhangewala,500
2020-07-21,pathankot,sundernagar ptk,193
2020-07-21,patiala,"adarsh colony, patiala",41
2020-07-21,patiala,jattan patti samana,100
2020-07-21,patiala,macchi hata chowk samana,162
2020-07-21,patiala,peer gouri mohalla,120
2020-07-21,patiala,tej colony samana,64
2020-07-21,sbs nagar,bhatti colony nawanshehr,66
2020-07-21,sbs nagar,"routan mohalla, rahon",6
2020-07-22,amritsar,ganda singh colony,500
2020-07-22,amritsar,"shastri nagar, basant avenue",120
2020-07-22,faridkot,balaji colony st no2,75
2020-07-22,faridkot,dhana basti,383
2020-07-22,fatehgarh sahib,guru nanak mohalla bassi pathana,450
2020-07-22,fatehgarh sahib,humayupur sirhind,450
2020-07-22,fatehgarh sahib,"khushwant enclave, bassi pathana",150
2020-07-22,fatehgarh sahib,"vill bhambri, khamano",250
2020-07-22,ferozepur,lal kurti area,3037
2020-07-22,jalandhar,adda hoshiarpur,171
2020-07-22,jalandhar,akaalpur village,116
2020-07-22,jalandhar,"akbarpur khurd , nakodar",320
2020-07-22,jalandhar,"byant nagar,",172
2020-07-22,jalandhar,dhanmohalla in kazi mandi,224
2020-07-22,jalandhar,gobindgarh,146
2020-07-22,jalandhar,golden avenue,332
2020-07-22,jalandhar,hardyal nagar,339
2020-07-22,jalandhar,imli wala mohalla,231
2020-07-22,jalandhar,issa nagar,659
2020-07-22,jalandhar,laj path nagar,202
2020-07-22,jalandhar,"main bazar , garha",480
2020-07-22,jalandhar,model town (mata wali gali ),104
2020-07-22,jalandhar,"nathewal,",13
2020-07-22,jalandhar,rani bagh,280
2020-07-22,jalandhar,rasta mohalla,720
2020-07-22,jalandhar,sangat nagar,2670
2020-07-22,jalandhar,sbs nagar,380
2020-07-22,jalandhar,"surya vihar , maqsuda",142
2020-07-22,ludhiana,ews colony,1550
2020-07-22,ludhiana,gobind singh nagar,2000
2020-07-22,ludhiana,jeevan nagar gali no18,567
2020-07-22,ludhiana,kidwai nagar,1050
2020-07-22,ludhiana,rajiv gandhi colony focal point,585
2020-07-22,ludhiana,ram nagar,2682
2020-07-22,ludhiana,vill bains ayai janpath nagar,305
2020-07-22,mansa,"boha, urban area ward no10",1425
2020-07-22,moga,ward no 15,350
2020-07-22,mohali,peermuchalla near dakoli zirakpur,220
2020-07-22,mohali,phase 9 mohali,150
2020-07-22,muktsar sahib,vpo kot bhai,9173
2020-07-22,pathankot,sundernagar ptk,193
2020-07-22,patiala,"adarsh colony, patiala",41
2020-07-22,patiala,macchi hata chowk samana,162
2020-07-22,patiala,tej colony samana,64
2020-07-22,sbs nagar,bhatti colony nawanshehr,66
2020-07-22,sbs nagar,friends colony,30
2020-07-22,sbs nagar,"routan mohalla, rahon",6
2020-07-23,amritsar,ganda singh colony,500
2020-07-23,amritsar,"kot khalsa, new abadi",500
2020-07-23,amritsar,sharif pura,268
2020-07-23,amritsar,"shastri nagar, basant avenue",120
2020-07-23,faridkot,balaji colony st no2,75
2020-07-23,fatehgarh sahib,guru nanak mohalla bassi pathana,450
2020-07-23,fatehgarh sahib,humayupur sirhind,450
2020-07-23,fatehgarh sahib,"khushwant enclave, bassi pathana",150
2020-07-23,fatehgarh sahib,"vill bhambri, khamano",250
2020-07-23,ferozepur,lal kurti area,3037
2020-07-23,gurdaspur,guru nanak nagar batala,249
2020-07-23,gurdaspur,"mian mohalla, batala",103
2020-07-23,jalandhar,adda hoshiarpur,171
2020-07-23,jalandhar,akaalpur village,116
2020-07-23,jalandhar,"akbarpur khurd , nakodar",320
2020-07-23,jalandhar,"byant nagar,",390
2020-07-23,jalandhar,dhanmohalla in kazi mandi,224
2020-07-23,jalandhar,golden avenue,332
2020-07-23,jalandhar,"goraya , jandiala",50
2020-07-23,jalandhar,hardyal nagar,339
2020-07-23,jalandhar,imli wala mohalla,231
2020-07-23,jalandhar,laj path nagar,202
2020-07-23,jalandhar,model town (mata wali gali ),104
2020-07-23,jalandhar,"new bazar , garha",480
2020-07-23,jalandhar,rani bagh,280
2020-07-23,jalandhar,rasoolpur,521
2020-07-23,jalandhar,rasta mohalla,901
2020-07-23,jalandhar,sangat nagar,2670
2020-07-23,jalandhar,sbs nagar,380
2020-07-23,jalandhar,"surya vihar , maqsuda",142
2020-07-23,ludhiana,ews colony,1550
2020-07-23,ludhiana,gobind singh nagar,2000
2020-07-23,ludhiana,jeevan nagar gali no18,567
2020-07-23,ludhiana,kidwai nagar,1050
2020-07-23,ludhiana,rajiv gandhi colony focal point,585
2020-07-23,ludhiana,ram nagar,2682
2020-07-23,ludhiana,vill bains ayai janpath nagar,305
2020-07-23,mansa,"boha, urban area ward no10",1425
2020-07-23,mansa,"vill chak bhai ke, block budhlada, mansa",3673
2020-07-23,mohali,peermuchalla near dakoli zirakpur,220
2020-07-23,mohali,phase 9 mohali,150
2020-07-23,muktsar sahib,bhangu patti vill kot bhai,512
2020-07-23,pathankot,sundernagar ptk,193
2020-07-23,patiala,macchi hata chowk samana,162
2020-07-23,patiala,tej colony samana,64
2020-07-23,sangrur,magazine mohalla,254
2020-07-23,sangrur,sunam- maya garden,203
2020-07-23,sbs nagar,bhatti colony nawanshehr,66
2020-07-23,sbs nagar,friends colony,30
2020-07-23,sbs nagar,"routan mohalla, rahon",6
2020-07-24,amritsar,ganda singh colony,500
2020-07-24,amritsar,"kot khalsa, new abadi",500
2020-07-24,amritsar,sharif pura,268
2020-07-24,amritsar,"shastri nagar, basant avenue",120
2020-07-24,bathinda,jassi bagh,480
2020-07-24,faridkot,balaji colony st no2,75
2020-07-24,faridkot,rulia singh nagar bargari,76
2020-07-24,faridkot,rv shnati nagar st no 4,90
2020-07-24,fatehgarh sahib,guru nanak mohalla bassi pathana,450
2020-07-24,fatehgarh sahib,humayupur sirhind,450
2020-07-24,fatehgarh sahib,kheri nodh singh,35
2020-07-24,fatehgarh sahib,"khushwant enclave, bassi pathana",150
2020-07-24,fatehgarh sahib,near bachat bhawan,70
2020-07-24,fatehgarh sahib,new shastri nagar gobindgarh,450
2020-07-24,fatehgarh sahib,"vill bhambri, khamano",250
2020-07-24,fazilka,"mohkam arrain, jhandwala bhime shah block",285
2020-07-24,fazilka,nai abadi abohar,120
2020-07-24,fazilka,vijay colony fazilika,328
2020-07-24,ferozepur,lal kurti area,3037
2020-07-24,gurdaspur,guru nanak nagar batala,249
2020-07-24,gurdaspur,"mian mohalla, batala",103
2020-07-24,jalandhar,adda hoshiarpur,171
2020-07-24,jalandhar,akaalpur village,116
2020-07-24,jalandhar,"akbarpur khurd , nakodar",320
2020-07-24,jalandhar,"byant nagar,",390
2020-07-24,jalandhar,dhanmohalla in kazi mandi,224
2020-07-24,jalandhar,golden avenue,332
2020-07-24,jalandhar,"goraya , jandiala",50
2020-07-24,jalandhar,hardyal nagar,275
2020-07-24,jalandhar,imli wala mohalla,231
2020-07-24,jalandhar,laj path nagar,202
2020-07-24,jalandhar,model town (mata wali gali ),104
2020-07-24,jalandhar,"new bazar , garha",480
2020-07-24,jalandhar,new hargobind nagar,527
2020-07-24,jalandhar,rani bagh,280
2020-07-24,jalandhar,rasoolpur,521
2020-07-24,jalandhar,rasta mohalla,901
2020-07-24,jalandhar,sangat nagar,2670
2020-07-24,jalandhar,sbs nagar,380
2020-07-24,jalandhar,"surya vihar , maqsuda",142
2020-07-24,kapurthala,rose avenue,1089
2020-07-24,ludhiana,ashok nahar nr bus stand,650
2020-07-24,ludhiana,ews colony,1550
2020-07-24,ludhiana,jeevan nagar gali no18,567
2020-07-24,ludhiana,rajiv gandhi colony focal point,585
2020-07-24,ludhiana,ram nagar,2682
2020-07-24,ludhiana,rani jhansi road,170
2020-07-24,ludhiana,shahpur road block 12 nr field gunj,130
2020-07-24,mansa,"vill chak bhai ke, block budhlada, mansa",3673
2020-07-24,moga,vedant nagar,346
2020-07-24,mohali,police station gharuan,21
2020-07-24,muktsar sahib,bhangu patti vill kot bhai,512
2020-07-24,pathankot,sundernagar ptk,193
2020-07-24,patiala,macchi hata chowk samana,162
2020-07-24,patiala,tej colony samana,64
2020-07-24,sangrur,magazine mohalla,254
2020-07-24,sangrur,sunam- maya garden,203
2020-07-24,sbs nagar,bhatti colony nawanshehr,66
2020-07-24,sbs nagar,friends colony,30
2020-07-24,sbs nagar,"routan mohalla, rahon",6
2020-07-25,amritsar,ganda singh colony,500
2020-07-25,amritsar,"kot khalsa, new abadi",500
2020-07-25,amritsar,sharif pura,268
2020-07-25,amritsar,"shastri nagar, basant avenue",120
2020-07-25,bathinda,jassi bagh,480
2020-07-25,faridkot,balaji colony st no2,75
2020-07-25,faridkot,rulia singh nagar bargari,76
2020-07-25,faridkot,rv shanti nagar st no 4,90
2020-07-25,fatehgarh sahib,guru nanak mohalla bassi pathana,450
2020-07-25,fatehgarh sahib,humayupur sirhind,450
2020-07-25,fatehgarh sahib,kheri nodh singh,35
2020-07-25,fatehgarh sahib,"khushwant enclave, bassi pathana",150
2020-07-25,fatehgarh sahib,near bachat bhawan,70
2020-07-25,fatehgarh sahib,new shastri nagar gobindgarh,450
2020-07-25,fatehgarh sahib,"vill bhambri, khamano",250
2020-07-25,fazilka,"mohkam arrain, jhandwala bhime shah block",285
2020-07-25,fazilka,nai abadi abohar,120
2020-07-25,fazilka,vijay colony fazilika,328
2020-07-25,gurdaspur,guru nanak nagar batala,249
2020-07-25,jalandhar,adda hoshiarpur,171
2020-07-25,jalandhar,akaalpur village,116
2020-07-25,jalandhar,"akbarpur khurd , nakodar",320
2020-07-25,jalandhar,"byant nagar,",390
2020-07-25,jalandhar,dhanmohalla in kazi mandi,382
2020-07-25,jalandhar,"goraya , jandiala",90
2020-07-25,jalandhar,imli wala mohalla,231
2020-07-25,jalandhar,laj path nagar,202
2020-07-25,jalandhar,model town (mata wali gali ),104
2020-07-25,jalandhar,"new bazar , garha",480
2020-07-25,jalandhar,new hargobind nagar,527
2020-07-25,jalandhar,rani bagh,280
2020-07-25,jalandhar,rasoolpur,521
2020-07-25,jalandhar,rasta mohalla,901
2020-07-25,jalandhar,sangat nagar,2670
2020-07-25,jalandhar,sbs nagar,380
2020-07-25,kapurthala,aman nagar,1200
2020-07-25,kapurthala,dyalpur kapurthala,1500
2020-07-25,kapurthala,rose avenue,1089
2020-07-25,ludhiana,ashok nahar nr bus stand,650
2020-07-25,ludhiana,ews colony,1550
2020-07-25,ludhiana,jeevan nagar gali no18,567
2020-07-25,ludhiana,rajiv gandhi colony focal point,585
2020-07-25,ludhiana,ram nagar,2682
2020-07-25,ludhiana,rani jhansi road,170
2020-07-25,ludhiana,shahpur road block 12 nr field gunj,130
2020-07-25,mansa,"vill chak bhai ke, block budhlada, mansa",3673
2020-07-25,moga,vedant nagar,346
2020-07-25,mohali,police station gharuan,21
2020-07-25,muktsar sahib,bhangu patti vill kot bhai,512
2020-07-25,pathankot,sundernagar ptk,581
2020-07-25,patiala,macchi hata chowk samana,162
2020-07-25,patiala,tej colony samana,64
2020-07-25,sangrur,magazine mohalla,254
2020-07-25,sangrur,sunam- maya garden,203
2020-07-25,sbs nagar,bhatti colony nawanshehr,66
2020-07-25,sbs nagar,friends colony,30
2020-07-25,sbs nagar,"new adarsh nagar, nawanshehr",37
2020-07-26,amritsar,ganda singh colony,500
2020-07-26,amritsar,"kot khalsa, new abadi",500
2020-07-26,amritsar,sharif pura,268
2020-07-26,amritsar,"shastri nagar, basant avenue",120
2020-07-26,bathinda,jassi bagh,480
2020-07-26,faridkot,balaji colony st no2,75
2020-07-26,faridkot,rulia singh nagar bargari,76
2020-07-26,faridkot,rv shanti nagar st no 4,90
2020-07-26,fatehgarh sahib,guru nanak mohalla bassi pathana,450
2020-07-26,fatehgarh sahib,humayupur sirhind,450
2020-07-26,fatehgarh sahib,kheri nodh singh,35
2020-07-26,fatehgarh sahib,"khushwant enclave, bassi pathana",150
2020-07-26,fatehgarh sahib,near bachat bhawan,70
2020-07-26,fatehgarh sahib,new shastri nagar gobindgarh,450
2020-07-26,fatehgarh sahib,"vill bhambri, khamano",250
2020-07-26,fazilka,"mohkam arrain, jhandwala bhime shah block",285
2020-07-26,fazilka,nai abadi abohar,120
2020-07-26,fazilka,vijay colony fazilika,328
2020-07-26,gurdaspur,guru nanak nagar batala,249
2020-07-26,jalandhar,adda hoshiarpur,171
2020-07-26,jalandhar,akaalpur village,116
2020-07-26,jalandhar,"akbarpur khurd , nakodar",320
2020-07-26,jalandhar,"byant nagar,",390
2020-07-26,jalandhar,dhanmohalla in kazi mandi,382
2020-07-26,jalandhar,"goraya , jandiala",90
2020-07-26,jalandhar,imli wala mohalla,231
2020-07-26,jalandhar,laj path nagar,202
2020-07-26,jalandhar,model town (mata wali gali ),104
2020-07-26,jalandhar,"new bazar , garha",480
2020-07-26,jalandhar,new hargobind nagar,527
2020-07-26,jalandhar,rani bagh,280
2020-07-26,jalandhar,rasoolpur,521
2020-07-26,jalandhar,rasta mohalla,901
2020-07-26,jalandhar,sangat nagar,2670
2020-07-26,jalandhar,sbs nagar,380
2020-07-26,kapurthala,aman nagar,1200
2020-07-26,kapurthala,dyalpur kapurthala,1500
2020-07-26,kapurthala,rose avenue,1089
2020-07-26,ludhiana,ashok nahar nr bus stand,650
2020-07-26,ludhiana,ews colony,1550
2020-07-26,ludhiana,jeevan nagar gali no18,567
2020-07-26,ludhiana,rajiv gandhi colony focal point,585
2020-07-26,ludhiana,ram nagar,2682
2020-07-26,ludhiana,rani jhansi road,170
2020-07-26,ludhiana,shahpur road block 12 nr field gunj,130
2020-07-26,mansa,"vill chak bhai ke, block budhlada, mansa",3673
2020-07-26,moga,vedant nagar,346
2020-07-26,mohali,police station gharuan,21
2020-07-26,muktsar sahib,bhangu patti vill kot bhai,512
2020-07-26,pathankot,sundernagar ptk,581
2020-07-26,patiala,macchi hata chowk samana,162
2020-07-26,patiala,tej colony samana,64
2020-07-26,sangrur,magazine mohalla,254
2020-07-26,sangrur,sunam- maya garden,203
2020-07-26,sbs nagar,bhatti colony nawanshehr,66
2020-07-26,sbs nagar,friends colony,30
2020-07-26,sbs nagar,"new adarsh nagar, nawanshehr",37
2020-07-30,amritsar,"kot khalsa, new abadi",500
2020-07-30,amritsar,sharif pura,268
2020-07-30,barnala,kc road stno 5 to 6,400
2020-07-30,bathinda,gidder,1376
2020-07-30,bathinda,jassi bagh,480
2020-07-30,faridkot,balaji colony st no2,75
2020-07-30,faridkot,rulia singh nagar bargari,76
2020-07-30,faridkot,rv shanti nagar st no 4,50
2020-07-30,fatehgarh sahib,"guru nanak mohalla, bassi pathana",450
2020-07-30,fatehgarh sahib,kheri nodh singh,35
2020-07-30,fatehgarh sahib,"near agro agam industry, bassi road, sirhind",200
2020-07-30,fatehgarh sahib,"near bachat bhawan, fatehgarh",70
2020-07-30,fatehgarh sahib,"new shashtri ngr, mandi gobindgarh",450
2020-07-30,fatehgarh sahib,"ps, mgg",120
2020-07-30,fatehgarh sahib,"vill kumbra, phc chk",350
2020-07-30,fazilka,"chaudariyan gali, fazilika",62
2020-07-30,fazilka,"mohkam arrain, jhandwala bhime shah block",320
2020-07-30,fazilka,nai abadi abohar,120
2020-07-30,fazilka,"ps city quarters, jalalabad",99
2020-07-30,fazilka,vijay colony fazilika,328
2020-07-30,ferozepur,ghumar mandi,1150
2020-07-30,gurdaspur,"guru nanak nagar, batala",249
2020-07-30,hoshiarpur,ward no 13 railway road mukerian,512
2020-07-30,jalandhar,arjan nagar,212
2020-07-30,jalandhar,bod wala mohalla,101
2020-07-30,jalandhar,"byant nagar,",527
2020-07-30,jalandhar,dhanmohalla in kazi mandi,382
2020-07-30,jalandhar,"goraya , jandiala",90
2020-07-30,jalandhar,imli wala mohalla,231
2020-07-30,jalandhar,laj path nagar,202
2020-07-30,jalandhar,lassuri,1365
2020-07-30,jalandhar,model town (mata wali gali ),104
2020-07-30,jalandhar,"new bazar , garha",477
2020-07-30,jalandhar,new hargobind nagar,527
2020-07-30,jalandhar,nijatam nagar,328
2020-07-30,jalandhar,rasoolpur,523
2020-07-30,jalandhar,sangat nagar,329
2020-07-30,jalandhar,sbs nagar,380
2020-07-30,jalandhar,tibbe wala mahalla,1198
2020-07-30,kapurthala,aman nagar,1200
2020-07-30,kapurthala,dyalpur kapurthala,1500
2020-07-30,kapurthala,rose avenue,1089
2020-07-30,ludhiana,ashok nagar nr bus stand,650
2020-07-30,ludhiana,ews colony,1550
2020-07-30,ludhiana,model town extn,496
2020-07-30,ludhiana,mundian kalan,1625
2020-07-30,ludhiana,ram nagar stno- 2,695
2020-07-30,ludhiana,shahpur road block 12 nr field ganj,130
2020-07-30,ludhiana,uttam nagar vardhman colony nr fortis hosp,250
2020-07-30,mansa,"vill chak bhai ke, block budhlada, mansa",1673
2020-07-30,moga,bukan wala village,118
2020-07-30,moga,vedant nagar,346
2020-07-30,muktsar sahib,bhangu patti vill kot bhai,512
2020-07-30,muktsar sahib,ekta nagar malout,598
2020-07-30,pathankot,abrol nagar ptk,205
2020-07-30,patiala,"arya samaj mandir backside, rajpura",160
2020-07-30,patiala,"durga mandir road area, rajpura",180
2020-07-30,patiala,"guru nanak mohala, near ambedkar park, rajpura",185
2020-07-30,patiala,"hargobind colony, bahadurgarh, patiala",144
2020-07-30,sangrur,"baguana basti,sangrur",191
2020-07-30,sangrur,"gandhi basti,dhuri",226
2020-07-30,sangrur,"magazine mohalla,sangrur",254
2020-07-30,sangrur,"maya garden, sunam",203
2020-07-30,sangrur,"sunami gate phirni road, sangrur",240
2020-07-31,amritsar,"kot khalsa, new abadi",500
2020-07-31,amritsar,sharif pura,268
2020-07-31,barnala,kc road stno 5 to 6,400
2020-07-31,bathinda,gidder,1376
2020-07-31,bathinda,jassi bagh,480
2020-07-31,faridkot,rulia singh nagar bargari,76
2020-07-31,faridkot,rv shanti nagar st no 4,50
2020-07-31,fatehgarh sahib,kheri nodh singh,35
2020-07-31,fatehgarh sahib,"near agro agam industry, bassi road, sirhind",200
2020-07-31,fatehgarh sahib,"near bachat bhawan, fatehgarh",70
2020-07-31,fatehgarh sahib,"new shashtri ngr, mandi gobindgarh",450
2020-07-31,fatehgarh sahib,"ps, mgg",120
2020-07-31,fatehgarh sahib,"vill kumbra, phc chk",350
2020-07-31,fazilka,"chaudariyan gali, fazilika",62
2020-07-31,fazilka,"mohkam arrain, jhandwala bhime shah block",320
2020-07-31,fazilka,nai abadi abohar,120
2020-07-31,fazilka,"ps city quarters, jalalabad",99
2020-07-31,fazilka,vijay colony fazilika,328
2020-07-31,ferozepur,ghumar mandi,1150
