date,unit_name,ppe,n95_masks,reusable_masks,disposable_masks,gloves,sanitizer
2021-06-16,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-16,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-16,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-16,malda,26100,23200,26000,87100,97700,7151.0
2021-06-16,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-16,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-16,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-16,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-16,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-06-16,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-06-16,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-06-16,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-06-16,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-06-16,purulia,50450,36245,52700,148550,121700,7421.0
2021-06-16,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-06-16,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-06-16,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-06-16,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-16,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-16,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-16,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-16,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-16,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-16,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-16,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-16,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-16,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-16,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-16,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-16,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-16,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-16,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-16,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-16,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-16,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-16,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-16,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-16,stock in hand-in transit,252865,1995034,514313,1425270,1429820,78569.0
2021-06-16,,3104262,5735040,2447359,11490208,11293210,552789.0
2021-06-15,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-06-15,bankura,46717,57116,31400,66550,157900,9061.0
2021-06-15,birbhum,36150,28300,32400,96050,49700,6910.0
2021-06-15,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-06-15,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-06-15,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-06-15,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-06-15,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-06-15,hooghly,82150,69983,59497,395100,46782,18211.0
2021-06-15,howrah,125265,91432,66580,410165,27842,11339.0
2021-06-15,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-15,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-15,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-15,malda,26100,23200,26000,87100,97700,7151.0
2021-06-15,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-15,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-15,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-15,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-15,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-06-15,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-06-15,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-06-15,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-06-15,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-06-15,purulia,50450,36245,52700,148550,121700,7421.0
2021-06-15,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-06-15,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-06-15,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-06-15,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-15,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-15,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-15,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-15,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-15,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-15,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-15,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-15,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-15,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-15,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-15,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-15,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-15,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-15,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-15,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-15,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-15,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-15,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-15,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-15,stock in hand-in transit,250865,1985034,514313,1405270,1409820,77569.0
2021-06-15,,3102262,5725040,2447359,11470208,11273210,551789.0
2021-06-14,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-06-14,bankura,46717,57116,31400,66550,157900,9061.0
2021-06-14,birbhum,36150,28300,32400,96050,49700,6910.0
2021-06-14,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-06-14,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-06-14,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-06-14,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-06-14,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-06-14,hooghly,82150,69983,59497,395100,46782,18211.0
2021-06-14,howrah,125265,91432,66580,410165,27842,11339.0
2021-06-14,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-14,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-14,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-14,malda,26100,23200,26000,87100,97700,7151.0
2021-06-14,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-14,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-14,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-14,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-14,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-06-14,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-06-14,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-06-14,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-06-14,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-06-14,purulia,50450,36245,52700,148550,121700,7421.0
2021-06-14,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-06-14,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-06-14,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-06-14,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-14,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-14,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-14,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-14,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-14,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-14,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-14,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-14,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-14,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-14,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-14,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-14,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-14,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-14,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-14,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-14,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-14,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-14,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-14,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-14,stock in hand-in transit,248865,1975034,514313,1385270,1389820,76569.0
2021-06-14,,3100262,5715040,2447359,11450208,11253210,550789.0
2021-06-13,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-06-13,bankura,46717,57116,31400,66550,157900,9061.0
2021-06-13,birbhum,36150,28300,32400,96050,49700,6910.0
2021-06-13,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-06-13,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-06-13,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-06-13,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-06-13,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-06-13,hooghly,82150,69983,59497,395100,46782,18211.0
2021-06-13,howrah,125265,91432,66580,410165,27842,11339.0
2021-06-13,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-13,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-13,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-13,malda,26100,23200,26000,87100,97700,7151.0
2021-06-13,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-13,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-13,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-13,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-13,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-06-13,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-06-13,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-06-13,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-06-13,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-06-13,purulia,50450,36245,52700,148550,121700,7421.0
2021-06-13,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-06-13,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-06-13,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-06-13,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-13,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-13,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-13,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-13,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-13,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-13,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-13,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-13,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-13,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-13,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-13,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-13,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-13,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-13,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-13,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-13,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-13,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-13,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-13,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-13,stock in hand-in transit,246865,1965034,514313,1365270,1369820,75569.0
2021-06-13,,3098262,5705040,2447359,11430208,11233210,549789.0
2021-06-12,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-06-12,bankura,46717,57116,31400,66550,157900,9061.0
2021-06-12,birbhum,36150,28300,32400,96050,49700,6910.0
2021-06-12,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-06-12,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-06-12,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-06-12,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-06-12,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-06-12,hooghly,82150,69983,59497,395100,46782,18211.0
2021-06-12,howrah,125265,91432,66580,410165,27842,11339.0
2021-06-12,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-12,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-12,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-12,malda,26100,23200,26000,87100,97700,7151.0
2021-06-12,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-12,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-12,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-12,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-12,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-06-12,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-06-12,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-06-12,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-06-12,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-06-12,purulia,50450,36245,52700,148550,121700,7421.0
2021-06-12,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-06-12,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-06-12,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-06-12,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-12,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-12,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-12,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-12,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-12,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-12,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-12,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-12,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-12,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-12,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-12,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-12,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-12,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-12,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-12,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-12,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-12,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-12,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-12,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-12,stock in hand-in transit,244865,1955034,514313,1345270,1349820,74569.0
2021-06-12,,3096262,5695040,2447359,11410208,11213210,548789.0
2021-06-11,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-06-11,bankura,46717,57116,31400,66550,157900,9061.0
2021-06-11,birbhum,36150,28300,32400,96050,49700,6910.0
2021-06-11,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-06-11,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-06-11,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-06-11,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-06-11,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-06-11,hooghly,82150,69983,59497,395100,46782,18211.0
2021-06-11,howrah,125265,91432,66580,410165,27842,11339.0
2021-06-11,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-11,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-11,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-11,malda,26100,23200,26000,87100,97700,7151.0
2021-06-11,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-11,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-11,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-11,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-11,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-06-11,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-06-11,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-06-11,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-06-11,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-06-11,purulia,50450,36245,52700,148550,121700,7421.0
2021-06-11,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-06-11,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-06-11,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-06-11,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-11,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-11,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-11,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-11,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-11,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-11,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-11,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-11,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-11,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-11,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-11,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-11,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-11,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-11,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-11,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-11,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-11,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-11,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-11,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-11,stock in hand-in transit,242865,1945034,514313,1325270,1329820,73569.0
2021-06-11,,3094262,5685040,2447359,11390208,11193210,547789.0
2021-06-10,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-06-10,bankura,46717,57116,31400,66550,157900,9061.0
2021-06-10,birbhum,36150,28300,32400,96050,49700,6910.0
2021-06-10,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-06-10,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-06-10,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-06-10,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-06-10,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-06-10,hooghly,82150,69983,59497,395100,46782,18211.0
2021-06-10,howrah,125265,91432,66580,410165,27842,11339.0
2021-06-10,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-06-10,jhargram,19715,16520,24890,69100,132000,5468.0
2021-06-10,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-06-10,malda,26100,23200,26000,87100,97700,7151.0
2021-06-10,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-06-10,nadia,72470,55389,37100,149050,184300,11481.0
2021-06-10,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-06-10,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-06-10,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
