date,district_name,sessions_24h,sessions_total,citizen_24h,citizen_60_plus_24h,citizen_60_plus_dose1_total,citizen_45_to_59_24h,citizen_45_to_59_dose1_total,citizen_45_plus_dose1_total,citizen_45_plus_dose2_total,citizen_18_to_44_dose1_total,citizen_18_to_44_dose2_total,HCW_24h,HCW_dose1_total,HCW_dose2_total,FLW_24h,FLW_dose1_total,FLW_dose2_total
2021-02-15,Nainital,7.0,,,,,,,,,,,5,8290,0.0,368.0,4409.0,
2021-02-15,Pauri Garhwal,2.0,,,,,,,,,,,16,5138,4.0,51.0,1453.0,
2021-02-15,Pithoragarh,10.0,,,,,,,,,,,117,3489,115.0,548.0,3471.0,
2021-02-15,Rudraprayag,6.0,,,,,,,,,,,161,1860,160.0,53.0,668.0,
2021-02-15,Tehri Garhwal,4.0,,,,,,,,,,,156,5137,153.0,128.0,1790.0,
2021-02-15,Total,118.0,,,,,,,,,,,1725,77952,1666.0,4651.0,42689.0,
2021-02-15,US Nagar,12.0,,,,,,,,,,,149,6789,370.0,208.0,5105.0,
2021-02-15,Uttarkashi,5.0,,,,,,,,,,,198,2952,197.0,176.0,2394.0,
2021-02-16,Almora,13.0,,,,,,,,,,,209,4784,200.0,72.0,2342.0,
2021-02-16,Bageshwar,2.0,,,,,,,,,,,210,2239,208.0,1.0,1431.0,
2021-02-16,Chamoli,5.0,,,,,,,,,,,82,3572,135.0,267.0,2345.0,
2021-02-16,Champawat,1.0,,,,,,,,,,,0,2005,0.0,42.0,2659.0,
2021-02-16,Dehradun,24.0,,,,,,,,,,,347,20751,331.0,1239.0,6926.0,
2021-02-16,Haridwar,26.0,,,,,,,,,,,159,11239,504.0,591.0,9908.0,
2021-02-16,Nainital,15.0,,,,,,,,,,,140,8430,0.0,416.0,4825.0,
2021-02-16,Pauri Garhwal,2.0,,,,,,,,,,,190,5139,193.0,14.0,1467.0,
2021-02-16,Pithoragarh,8.0,,,,,,,,,,,90,3494,200.0,286.0,3757.0,
2021-02-16,Rudraprayag,3.0,,,,,,,,,,,53,1864,209.0,8.0,676.0,
2021-02-16,Tehri Garhwal,3.0,,,,,,,,,,,54,5139,205.0,60.0,1850.0,
2021-02-16,Total,117.0,,,,,,,,,,,1720,78427,2908.0,3304.0,45993.0,
2021-02-16,US Nagar,12.0,,,,,,,,,,,180,6814,525.0,123.0,5228.0,
2021-02-16,Uttarkashi,3.0,,,,,,,,,,,6,2957,198.0,185.0,2579.0,
2021-02-17,Almora,11.0,,,,,,,,,,,34,4787,231.0,46.0,2388.0,
2021-02-17,Bageshwar,0.0,,,,,,,,,,,0,2239,208.0,0.0,1431.0,
2021-02-17,Chamoli,4.0,,,,,,,,,,,10,3574,143.0,264.0,2609.0,
2021-02-17,Champawat,7.0,,,,,,,,,,,5,2010,0.0,333.0,2992.0,
2021-02-17,Dehradun,22.0,,,,,,,,,,,322,20941,463.0,1174.0,8100.0,
2021-02-17,Haridwar,30.0,,,,,,,,,,,44,11252,535.0,1303.0,11211.0,
2021-02-17,Nainital,8.0,,,,,,,,,,,44,8474,0.0,320.0,5145.0,
2021-02-17,Pauri Garhwal,0.0,,,,,,,,,,,12,5140,204.0,43.0,1510.0,
2021-02-17,Pithoragarh,7.0,,,,,,,,,,,81,3496,279.0,184.0,3941.0,
2021-02-17,Rudraprayag,3.0,,,,,,,,,,,19,1869,223.0,45.0,721.0,
2021-02-17,Tehri Garhwal,6.0,,,,,,,,,,,66,5144,266.0,143.0,1993.0,
2021-02-17,Total,115.0,,,,,,,,,,,728,78728,3335.0,4308.0,50301.0,
2021-02-17,US Nagar,12.0,,,,,,,,,,,76,6831,584.0,310.0,5538.0,
2021-02-17,Uttarkashi,5.0,,,,,,,,,,,15,2971,199.0,143.0,2722.0,
2021-02-18,Almora,4.0,,,,,,,,,,,41,4790,269.0,23.0,2411.0,
2021-02-18,Bageshwar,2.0,,,,,,,,,,,144,2241,350.0,1.0,1432.0,
2021-02-18,Chamoli,5.0,,,,,,,,,,,168,3576,309.0,103.0,2712.0,
2021-02-18,Champawat,5.0,,,,,,,,,,,4,2014,0.0,153.0,3145.0,
2021-02-18,Dehradun,20.0,,,,,,,,,,,399,21192,611.0,528.0,8628.0,
2021-02-18,Haridwar,31.0,,,,,,,,,,,188,11324,651.0,839.0,12050.0,
2021-02-18,Nainital,7.0,,,,,,,,,,,43,8517,0.0,167.0,5312.0,
2021-02-18,Pauri Garhwal,3.0,,,,,,,,,,,52,5143,253.0,109.0,1619.0,
2021-02-18,Pithoragarh,6.0,,,,,,,,,,,64,3501,338.0,177.0,4118.0,
2021-02-18,Rudraprayag,2.0,,,,,,,,,,,96,1869,319.0,11.0,732.0,
2021-02-18,Tehri Garhwal,9.0,,,,,,,,,,,80,5170,320.0,109.0,2102.0,
2021-02-18,Total,109.0,,,,,,,,,,,1605,79150,4518.0,2376.0,52677.0,
2021-02-18,US Nagar,12.0,,,,,,,,,,,139,6842,712.0,108.0,5646.0,
2021-02-18,Uttarkashi,3.0,,,,,,,,,,,187,2971,386.0,48.0,2770.0,
2021-02-19,Almora,4.0,,,,,,,,,,,177,4792,444.0,28.0,2439.0,
2021-02-19,Bageshwar,0.0,,,,,,,,,,,10,2241,360.0,0.0,1432.0,
2021-02-19,Chamoli,3.0,,,,,,,,,,,170,3579,476.0,119.0,2831.0,
2021-02-19,Champawat,6.0,,,,,,,,,,,393,2016,391.0,62.0,3207.0,
2021-02-19,Dehradun,27.0,,,,,,,,,,,457,21260,1000.0,840.0,9468.0,
2021-02-19,Haridwar,28.0,,,,,,,,,,,246,11391,830.0,946.0,12996.0,
2021-02-19,Nainital,7.0,,,,,,,,,,,335,8538,314.0,174.0,5486.0,
2021-02-19,Pauri Garhwal,4.0,,,,,,,,,,,124,5152,368.0,201.0,1820.0,
2021-02-19,Pithoragarh,7.0,,,,,,,,,,,124,3508,455.0,130.0,4248.0,
2021-02-19,Rudraprayag,2.0,,,,,,,,,,,113,1871,430.0,21.0,753.0,
2021-02-19,Tehri Garhwal,4.0,,,,,,,,,,,121,5190,421.0,62.0,2164.0,
2021-02-19,Total,109.0,,,,,,,,,,,2693,79371,6990.0,2794.0,55471.0,
2021-02-19,US Nagar,13.0,,,,,,,,,,,232,6854,932.0,139.0,5785.0,
2021-02-19,Uttarkashi,4.0,,,,,,,,,,,191,2979,569.0,72.0,2842.0,
2021-02-20,Almora,3.0,,,,,,,,,,,16,4797,455.0,20.0,2459.0,
2021-02-20,Bageshwar,2.0,,,,,,,,,,,168,2242,527.0,1.0,1433.0,
2021-02-20,Chamoli,0.0,,,,,,,,,,,0,3579,476.0,0.0,2831.0,
2021-02-20,Champawat,0.0,,,,,,,,,,,0,2016,391.0,0.0,3207.0,
2021-02-20,Dehradun,20.0,,,,,,,,,,,172,21326,1106.0,315.0,9783.0,
2021-02-20,Haridwar,27.0,,,,,,,,,,,49,11409,861.0,635.0,13631.0,
2021-02-20,Nainital,8.0,,,,,,,,,,,281,8575,558.0,151.0,5637.0,
2021-02-20,Pauri Garhwal,3.0,,,,,,,,,,,167,5162,525.0,49.0,1869.0,
2021-02-20,Pithoragarh,9.0,,,,,,,,,,,84,3545,502.0,168.0,4416.0,
2021-02-20,Rudraprayag,0.0,,,,,,,,,,,0,1871,430.0,0.0,753.0,
2021-02-20,Tehri Garhwal,4.0,,,,,,,,,,,82,5191,502.0,61.0,2225.0,
2021-02-20,Total,88.0,,,,,,,,,,,1101,79557,7905.0,1501.0,56972.0,
2021-02-20,US Nagar,11.0,,,,,,,,,,,79,6865,1000.0,72.0,5857.0,
2021-02-20,Uttarkashi,1.0,,,,,,,,,,,3,2979,572.0,29.0,2871.0,
2021-02-21,Almora,0.0,,,,,,,,,,,0,4797,455.0,0.0,2459.0,
2021-02-21,Bageshwar,0.0,,,,,,,,,,,0,2242,527.0,0.0,1433.0,
2021-02-21,Chamoli,0.0,,,,,,,,,,,0,3579,476.0,0.0,2831.0,
2021-02-21,Champawat,2.0,,,,,,,,,,,17,2028,396.0,64.0,3271.0,
2021-02-21,Dehradun,14.0,,,,,,,,,,,22,21333,1121.0,62.0,9845.0,
2021-02-21,Haridwar,12.0,,,,,,,,,,,36,11445,861.0,295.0,13926.0,
2021-02-21,Nainital,0.0,,,,,,,,,,,0,8575,558.0,0.0,5637.0,
2021-02-21,Pauri Garhwal,0.0,,,,,,,,,,,0,5162,525.0,0.0,1869.0,
2021-02-21,Pithoragarh,0.0,,,,,,,,,,,0,3545,502.0,0.0,4416.0,
2021-02-21,Rudraprayag,0.0,,,,,,,,,,,0,1871,430.0,0.0,753.0,
2021-02-21,Tehri Garhwal,0.0,,,,,,,,,,,0,5191,502.0,0.0,2225.0,
2021-02-21,Total,28.0,,,,,,,,,,,75,79612,7925.0,421.0,57393.0,
2021-02-21,US Nagar,0.0,,,,,,,,,,,0,6865,1000.0,0.0,5857.0,
2021-02-21,Uttarkashi,0.0,,,,,,,,,,,0,2979,572.0,0.0,2871.0,
2021-02-22,Almora,5.0,,,,,,,,,,,52,4808,496.0,28.0,2487.0,
2021-02-22,Bageshwar,0.0,,,,,,,,,,,0,2242,527.0,0.0,1433.0,
2021-02-22,Chamoli,4.0,,,,,,,,,,,313,3582,786.0,121.0,2952.0,
2021-02-22,Champawat,4.0,,,,,,,,,,,278,2032,670.0,89.0,3360.0,
2021-02-22,Dehradun,26.0,,,,,,,,,,,773,21425,1802.0,343.0,10188.0,
2021-02-22,Haridwar,22.0,,,,,,,,,,,317,11468,1155.0,461.0,14387.0,
2021-02-22,Nainital,4.0,,,,,,,,,,,22,8597,558.0,193.0,5830.0,
2021-02-22,Pauri Garhwal,2.0,,,,,,,,,,,22,5162,547.0,83.0,1952.0,
2021-02-22,Pithoragarh,10.0,,,,,,,,,,,94,3550,591.0,336.0,4752.0,
2021-02-22,Rudraprayag,5.0,,,,,,,,,,,336,1874,763.0,67.0,820.0,
2021-02-22,Tehri Garhwal,6.0,,,,,,,,,,,170,5199,664.0,61.0,2286.0,
2021-02-22,Total,104.0,,,,,,,,,,,2737,79813,10461.0,2056.0,59449.0,
2021-02-22,US Nagar,12.0,,,,,,,,,,,165,6894,1136.0,211.0,6068.0,
2021-02-22,Uttarkashi,4.0,,,,,,,,,,,195,2980,766.0,63.0,2934.0,
2021-02-24,Almora,11.0,,,,,,,,,,,30,5331,517.0,50.0,2550.0,
2021-02-24,Bageshwar,0.0,,,,,,,,,,,0,2242,684.0,0.0,1433.0,
2021-02-24,Chamoli,1.0,,,,,,,,,,,2,4446,857.0,117.0,3364.0,
2021-02-24,Champawat,0.0,,,,,,,,,,,0,2021,853.0,0.0,3390.0,
2021-02-24,Dehradun,34.0,,,,,,,,,,,476,23936,2017.0,815.0,11532.0,
2021-02-24,Haridwar,16.0,,,,,,,,,,,78,12919,1351.0,751.0,15554.0,
2021-02-24,Nainital,5.0,,,,,,,,,,,262,9870,1217.0,228.0,6320.0,
2021-02-24,Pauri Garhwal,1.0,,,,,,,,,,,0,5895,753.0,69.0,2285.0,
2021-02-24,Pithoragarh,7.0,,,,,,,,,,,46,4330,765.0,121.0,4968.0,
2021-02-24,Rudraprayag,1.0,,,,,,,,,,,1,2686,820.0,23.0,878.0,
2021-02-24,Tehri Garhwal,2.0,,,,,,,,,,,47,6015,798.0,46.0,2366.0,
2021-02-24,Total,85.0,,,,,,,,,,,976,91662,12706.0,2527.0,64136.0,
2021-02-24,US Nagar,6.0,,,,,,,,,,,32,8195,1273.0,125.0,6346.0,
2021-02-24,Uttarkashi,1.0,,,,,,,,,,,2,3776,801.0,182.0,3150.0,
2021-02-25,Almora,6.0,,,,,,,,,,,213,4826,718.0,17.0,2567.0,
2021-02-25,Bageshwar,2.0,,,,,,,,,,,26,2268,684.0,22.0,1455.0,
2021-02-25,Chamoli,2.0,,,,,,,,,,,105,3590,961.0,32.0,3396.0,
2021-02-25,Champawat,1.0,,,,,,,,,,,0,2021,853.0,74.0,3464.0,
2021-02-25,Dehradun,31.0,,,,,,,,,,,936,22089,2783.0,169.0,11701.0,
2021-02-25,Haridwar,20.0,,,,,,,,,,,369,11586,1702.0,491.0,16045.0,
2021-02-25,Nainital,6.0,,,,,,,,,,,294,8674,1490.0,56.0,6376.0,
2021-02-25,Pauri Garhwal,0.0,,,,,,,,,,,0,5142,753.0,4.0,2289.0,
2021-02-25,Pithoragarh,8.0,,,,,,,,,,,93,3570,853.0,144.0,5112.0,
2021-02-25,Rudraprayag,2.0,,,,,,,,,,,103,1868,921.0,41.0,919.0,
2021-02-25,Tehri Garhwal,5.0,,,,,,,,,,,140,5225,930.0,46.0,2412.0,
2021-02-25,Total,102.0,,,,,,,,,,,2762,80765,15196.0,1230.0,65366.0,
2021-02-25,US Nagar,15.0,,,,,,,,,,,218,6928,1485.0,75.0,6421.0,
2021-02-25,Uttarkashi,4.0,,,,,,,,,,,265,2978,1063.0,59.0,3209.0,
2021-02-26,Almora,1.0,,,,,,,,,,,145,4826,863.0,2.0,2569.0,
2021-02-26,Bageshwar,2.0,,,,,,,,,,,127,2268,811.0,0.0,1455.0,
2021-02-26,Chamoli,4.0,,,,,,,,,,,7,3591,967.0,188.0,3584.0,
2021-02-26,Champawat,3.0,,,,,,,,,,,172,2024,1022.0,40.0,3504.0,
2021-02-26,Dehradun,37.0,,,,,,,,,,,1342,22214,4000.0,101.0,11802.0,
2021-02-26,Haridwar,18.0,,,,,,,,,,,545,11601,2232.0,285.0,16330.0,
2021-02-26,Nainital,9.0,,,,,,,,,,,453,8677,1940.0,103.0,6479.0,
2021-02-26,Pauri Garhwal,19.0,,,,,,,,,,,988,5290,1593.0,336.0,2625.0,
2021-02-26,Pithoragarh,7.0,,,,,,,,,,,129,3574,978.0,72.0,5184.0,
2021-02-26,Rudraprayag,4.0,,,,,,,,,,,164,1871,1082.0,84.0,1003.0,
2021-02-26,Tehri Garhwal,9.0,,,,,,,,,,,583,5249,1489.0,65.0,2477.0,
2021-02-26,Total,128.0,,,,,,,,,,,5467,81109,20319.0,1325.0,66691.0,
2021-02-26,US Nagar,12.0,,,,,,,,,,,566,6946,2033.0,41.0,6462.0,
2021-02-26,Uttarkashi,3.0,,,,,,,,,,,246,2978,1309.0,8.0,3217.0,
2021-03-01,Almora,5.0,,,,,,,,,,,0,4826,863.0,4.0,2573.0,
2021-03-01,Bageshwar,3.0,,,,,,,,,,,0,2268,811.0,0.0,1455.0,
2021-03-01,Chamoli,4.0,,,,,,,,,,,1,3591,968.0,84.0,3668.0,
2021-03-01,Champawat,3.0,,,,,,,,,,,0,2024,1022.0,0.0,3504.0,
2021-03-01,Dehradun,19.0,,,,,,,,,,,4,22216,4002.0,8.0,11810.0,
2021-03-01,Haridwar,11.0,,,,,,,,,,,7,11602,2238.0,38.0,16368.0,
2021-03-01,Nainital,4.0,,,,,,,,,,,2,8677,1942.0,0.0,6479.0,
2021-03-01,Pauri Garhwal,2.0,,,,,,,,,,,174,5292,1765.0,3.0,2628.0,
2021-03-01,Pithoragarh,0.0,,,,,,,,,,,0,3574,978.0,0.0,5184.0,
2021-03-01,Rudraprayag,1.0,,,,,,,,,,,0,1871,1082.0,1.0,1004.0,
2021-03-01,Tehri Garhwal,6.0,,,,,,,,,,,0,5249,1489.0,0.0,2477.0,
2021-03-01,Total,72.0,,,,,,,,,,,190,81114,20504.0,142.0,66833.0,
2021-03-01,US Nagar,8.0,,,,,,,,,,,2,6946,2035.0,4.0,6466.0,
2021-03-01,Uttarkashi,6.0,,,,,,,,,,,0,2978,1309.0,0.0,3217.0,
2021-03-02,Almora,,,,274.0,707.0,54.0,65.0,,,,,656,4940,1405.0,101.0,2573.0,
2021-03-02,Bageshwar,,,,31.0,31.0,0.0,0.0,,,,,104,2268,915.0,0.0,1455.0,
2021-03-02,Chamoli,,,,62.0,67.0,3.0,4.0,,,,,3,3592,970.0,333.0,3668.0,
2021-03-02,Champawat,,,,108.0,108.0,24.0,24.0,,,,,190,2037,1199.0,151.0,3504.0,
2021-03-02,Dehradun,,,,290.0,323.0,2.0,3.0,,,,,583,22358,4443.0,175.0,11810.0,
2021-03-02,Haridwar,,,,49.0,49.0,3.0,3.0,,,,,526,11606,2760.0,744.0,16368.0,
2021-03-02,Nainital,,,,167.0,264.0,15.0,52.0,,,,,168,8684,2103.0,42.0,6479.0,
2021-03-02,Pauri Garhwal,,,,240.0,298.0,0.0,0.0,,,,,714,5407,2364.0,177.0,2628.0,
2021-03-02,Pithoragarh,,,,137.0,199.0,4.0,4.0,,,,,57,3586,1023.0,77.0,5184.0,
2021-03-02,Rudraprayag,,,,17.0,26.0,2.0,2.0,,,,,65,1874,1144.0,14.0,1004.0,
2021-03-02,Tehri Garhwal,,,,88.0,113.0,6.0,12.0,,,,,266,5251,1753.0,109.0,2477.0,
2021-03-02,Total,,,,1869.0,2858.0,120.0,176.0,,,,,4143,81738,24023.0,2207.0,66833.0,
2021-03-02,US Nagar,,,,223.0,295.0,7.0,7.0,,,,,514,7154,2341.0,150.0,6466.0,
2021-03-02,Uttarkashi,,,,183.0,378.0,0.0,0.0,,,,,297,2981,1603.0,134.0,3217.0,
2021-03-03,Almora,8.0,,,264.0,971.0,21.0,86.0,,,,,779,5031,1857.0,5.0,2625.0,
2021-03-03,Bageshwar,3.0,,,232.0,263.0,17.0,17.0,,,,,53,2269,1189.0,0.0,1455.0,
2021-03-03,Chamoli,0.0,,,0.0,67.0,0.0,4.0,,,,,0,3591,968.0,0.0,3668.0,
2021-03-03,Champawat,2.0,,,104.0,212.0,58.0,82.0,,,,,128,2079,1401.0,34.0,3661.0,
2021-03-03,Dehradun,14.0,,,497.0,820.0,2.0,5.0,,,,,597,22782,5793.0,212.0,12170.0,
2021-03-03,Haridwar,24.0,,,178.0,227.0,9.0,12.0,,,,,1249,12138,4001.0,625.0,18192.0,
2021-03-03,Nainital,18.0,,,233.0,497.0,20.0,72.0,,,,,562,9192,3105.0,13.0,6560.0,
2021-03-03,Pauri,6.0,,,201.0,499.0,1.0,1.0,,,,,355,5699,2504.0,36.0,2759.0,
2021-03-03,Pithoragarh,9.0,,,233.0,432.0,1.0,5.0,,,,,382,3592,1313.0,106.0,5685.0,
2021-03-03,Rudraprayag,4.0,,,64.0,90.0,1.0,3.0,,,,,40,1935,1187.0,8.0,1058.0,
2021-03-03,Tehri,8.0,,,54.0,167.0,4.0,16.0,,,,,851,5353,2624.0,51.0,2552.0,
2021-03-03,Total,114.0,,,2796.0,5654.0,201.0,377.0,,,,,5753,84295,30833.0,1457.0,70603.0,
2021-03-03,US Nagar,11.0,,,332.0,627.0,63.0,70.0,,,,,712,7590,3071.0,226.0,6626.0,
2021-03-03,Uttarkashi,7.0,,,404.0,782.0,4.0,4.0,,,,,45,3044,1820.0,141.0,3592.0,
2021-03-04,Almora,15.0,,,301.0,1272.0,14.0,100.0,,,,,1057,5179,2766.0,40.0,2665.0,
2021-03-04,Bageshwar,5.0,,,192.0,455.0,12.0,29.0,,,,,301,2276,1483.0,0.0,1455.0,
2021-03-04,Chamoli,10.0,,,384.0,451.0,15.0,19.0,,,,,1058,3634,1983.0,581.0,4249.0,
2021-03-04,Champawat,5.0,,,231.0,443.0,6.0,88.0,,,,,161,2099,1542.0,21.0,3682.0,
2021-03-04,Dehradun,49.0,,,1459.0,2279.0,8.0,13.0,,,,,1778,23190,7163.0,178.0,12348.0,
2021-03-04,Haridwar,21.0,,,187.0,414.0,5.0,17.0,,,,,1848,12855,5132.0,589.0,18781.0,
2021-03-04,Nainital,26.0,,,919.0,1416.0,31.0,103.0,,,,,1403,9584,4116.0,48.0,6608.0,
2021-03-04,Pauri,20.0,,,615.0,1114.0,14.0,15.0,,,,,815,5992,3026.0,160.0,2919.0,
2021-03-04,Pithoragarh,10.0,,,382.0,814.0,3.0,8.0,,,,,431,3612,1724.0,123.0,5808.0,
2021-03-04,Rudraprayag,7.0,,,101.0,191.0,6.0,9.0,,,,,313,2022,1413.0,21.0,1079.0,
2021-03-04,Tehri,11.0,,,220.0,387.0,12.0,28.0,,,,,842,5443,3376.0,26.0,2578.0,
2021-03-04,Total,205.0,,,6098.0,11752.0,204.0,581.0,,,,,10865,86797,39196.0,1904.0,72507.0,
2021-03-04,US Nagar,18.0,,,575.0,1202.0,74.0,144.0,,,,,506,7848,3319.0,85.0,6711.0,
2021-03-04,Uttarkashi,8.0,,,532.0,1314.0,4.0,8.0,,,,,352,3063,2153.0,32.0,3624.0,
2021-03-05,Almora,13.0,,,301.0,1573.0,17.0,117.0,,,,,712,5317,3340.0,87.0,2752.0,
2021-03-05,Bageshwar,7.0,,,417.0,872.0,12.0,41.0,,,,,197,2282,1674.0,1.0,1456.0,
2021-03-05,Chamoli,9.0,,,325.0,776.0,3.0,22.0,,,,,727,3655,2689.0,129.0,4378.0,
2021-03-05,Champawat,6.0,,,345.0,788.0,50.0,138.0,,,,,61,2100,1602.0,46.0,3728.0,
2021-03-05,Dehradun,51.0,,,1687.0,3966.0,24.0,37.0,,,,,3235,23897,9691.0,270.0,12618.0,
2021-03-05,Haridwar,23.0,,,318.0,732.0,10.0,27.0,,,,,1117,13152,5952.0,720.0,19501.0,
2021-03-05,Nainital,28.0,,,946.0,2362.0,85.0,188.0,,,,,1033,9871,4862.0,48.0,6656.0,
2021-03-05,Pauri,16.0,,,478.0,1592.0,1.0,16.0,,,,,1049,6358,3709.0,229.0,3148.0,
2021-03-05,Pithoragarh,11.0,,,486.0,1300.0,3.0,11.0,,,,,488,3633,2191.0,164.0,5972.0,
2021-03-05,Rudraprayag,4.0,,,120.0,311.0,5.0,14.0,,,,,174,2060,1549.0,30.0,1109.0,
2021-03-05,Tehri,10.0,,,218.0,605.0,12.0,40.0,,,,,756,5531,4044.0,15.0,2593.0,
2021-03-05,Total,205.0,,,6748.0,18500.0,313.0,894.0,,,,,10513,89101,47405.0,1957.0,74464.0,
2021-03-05,US Nagar,18.0,,,630.0,1832.0,83.0,227.0,,,,,564,8157,3574.0,116.0,6827.0,
2021-03-05,Uttarkashi,9.0,,,477.0,1791.0,8.0,16.0,,,,,400,3088,2528.0,102.0,3726.0,
2021-03-06,Almora,14.0,,,898.0,2471.0,10.0,127.0,,,,,560,5492,3725.0,148.0,2900.0,
2021-03-06,Bageshwar,6.0,,,222.0,1094.0,5.0,46.0,,,,,286,2290,1952.0,2.0,1458.0,
2021-03-06,Chamoli,3.0,,,152.0,928.0,3.0,25.0,,,,,272,3675,2941.0,81.0,4459.0,
2021-03-06,Champawat,0.0,,,0.0,788.0,0.0,138.0,,,,,13,2102,1613.0,21.0,3749.0,
2021-03-06,Dehradun,35.0,,,569.0,4535.0,3.0,40.0,,,,,3833,25321,12100.0,174.0,12792.0,
2021-03-06,Haridwar,27.0,,,135.0,867.0,0.0,27.0,,,,,1612,13633,7083.0,680.0,20181.0,
2021-03-06,Nainital,28.0,,,458.0,2820.0,120.0,308.0,,,,,1750,10777,5706.0,57.0,6713.0,
2021-03-06,Pauri,8.0,,,573.0,2165.0,13.0,29.0,,,,,454,6490,4031.0,82.0,3230.0,
2021-03-06,Pithoragarh,9.0,,,432.0,1732.0,0.0,11.0,,,,,447,3657,2614.0,133.0,6105.0,
2021-03-06,Rudraprayag,4.0,,,68.0,379.0,4.0,18.0,,,,,89,2099,1599.0,28.0,1137.0,
2021-03-06,Tehri,5.0,,,249.0,854.0,18.0,58.0,,,,,80,5550,4105.0,2.0,2595.0,
2021-03-06,Total,169.0,,,4443.0,22943.0,243.0,1137.0,,,,,10371,92806,54071.0,1711.0,76175.0,
2021-03-06,US Nagar,22.0,,,328.0,2160.0,54.0,281.0,,,,,834,8606,3959.0,197.0,7024.0,
2021-03-06,Uttarkashi,8.0,,,359.0,2150.0,13.0,29.0,,,,,141,3114,2643.0,106.0,3832.0,
2021-03-08,Almora,15.0,,,905.0,3376.0,21.0,148.0,,,,,260,5558,3919.0,196.0,2949.0,155.0
2021-03-08,Bageshwar,9.0,,,433.0,1527.0,2.0,48.0,,,,,118,2291,2069.0,2.0,1459.0,1.0
2021-03-08,Chamoli,9.0,,,805.0,1733.0,32.0,57.0,,,,,104,3686,3034.0,115.0,4535.0,58.0
2021-03-08,Champawat,9.0,,,480.0,1268.0,35.0,173.0,,,,,66,2111,1670.0,388.0,3780.0,361.0
2021-03-08,Dehradun,63.0,,,4033.0,9002.0,87.0,157.0,,,,,1777,26132,13717.0,335.0,12954.0,203.0
2021-03-08,Haridwar,28.0,,,879.0,1746.0,127.0,154.0,,,,,585,14198,7814.0,1208.0,21361.0,663.0
2021-03-08,Nainital,29.0,,,1499.0,4319.0,116.0,424.0,,,,,1138,11399,6222.0,182.0,6870.0,127.0
2021-03-08,Pauri,16.0,,,1035.0,3200.0,20.0,49.0,,,,,431,6644,4308.0,217.0,3340.0,109.0
2021-03-08,Pithoragarh,9.0,,,554.0,2286.0,0.0,11.0,,,,,249,3670,2850.0,247.0,6198.0,168.0
2021-03-08,Rudraprayag,7.0,,,341.0,720.0,8.0,26.0,,,,,33,2115,1616.0,102.0,1162.0,79.0
2021-03-08,Tehri,12.0,,,165.0,1019.0,6.0,64.0,,,,,184,5558,4293.0,11.0,2606.0,5.0
2021-03-08,Total,243.0,,,13338.0,36715.0,618.0,1785.0,,,,,5360,95239,58397.0,3432.0,78208.0,2239.0
2021-03-08,US Nagar,21.0,,,1015.0,3175.0,133.0,414.0,,,,,338,8758,4170.0,314.0,7146.0,209.0
2021-03-08,Uttarkashi,16.0,,,1194.0,3344.0,31.0,60.0,,,,,77,3119,2715.0,115.0,3848.0,101.0
2021-03-09,Almora,16.0,,,906.0,4282.0,93.0,241.0,,,,,110,5584,4003.0,484.0,3001.0,587.0
2021-03-09,Bageshwar,10.0,,,290.0,1817.0,1.0,49.0,,,,,20,2293,2087.0,267.0,1465.0,262.0
2021-03-09,Chamoli,6.0,,,764.0,2497.0,20.0,77.0,,,,,64,3695,3089.0,51.0,4539.0,105.0
2021-03-09,Champawat,8.0,,,359.0,1627.0,68.0,241.0,,,,,24,2114,1691.0,468.0,3805.0,804.0
2021-03-09,Dehradun,65.0,,,4379.0,13381.0,160.0,317.0,,,,,1310,26475,14684.0,463.0,13090.0,530.0
2021-03-09,Haridwar,29.0,,,664.0,2410.0,89.0,243.0,,,,,409,14394,8027.0,1227.0,21985.0,1266.0
2021-03-09,Nainital,29.0,,,1363.0,5682.0,104.0,528.0,,,,,661,11837,6445.0,235.0,6936.0,296.0
2021-03-09,Pauri,8.0,,,588.0,3788.0,44.0,93.0,,,,,127,6738,4341.0,161.0,3357.0,253.0
2021-03-09,Pithoragarh,10.0,,,476.0,2762.0,0.0,11.0,,,,,102,3679,2943.0,493.0,6252.0,607.0
2021-03-09,Rudraprayag,10.0,,,478.0,1198.0,15.0,41.0,,,,,36,2123,1644.0,43.0,1176.0,108.0
2021-03-09,Tehri,10.0,,,344.0,1363.0,13.0,77.0,,,,,182,5591,4442.0,46.0,2618.0,39.0
2021-03-09,Total,245.0,,,12624.0,49339.0,694.0,2479.0,,,,,3347,96497,60486.0,4773.0,79352.0,5868.0
2021-03-09,US Nagar,28.0,,,632.0,3807.0,50.0,464.0,,,,,271,8843,4356.0,542.0,7235.0,662.0
2021-03-09,Uttarkashi,16.0,,,1381.0,4725.0,37.0,97.0,,,,,31,3131,2734.0,293.0,3893.0,349.0
2021-03-10,Almora,20.0,,,1382.0,5664.0,98.0,339.0,,,,,43,5602,4028.0,244.0,3025.0,807.0
2021-03-10,Bageshwar,3.0,,,0.0,1817.0,0.0,49.0,,,,,1,2293,2088.0,350.0,1466.0,611.0
2021-03-10,Chamoli,3.0,,,328.0,2825.0,0.0,77.0,,,,,4,3695,3093.0,195.0,4583.0,256.0
2021-03-10,Champawat,8.0,,,0.0,1627.0,0.0,241.0,,,,,0,2114,1691.0,187.0,3814.0,982.0
