date,district_name,hospital_name,cases_new,deaths_new,discharged_new,cases_total,deaths_total,discharged_total,migrated_total
2021-09-13,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-13,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-13,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-13,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-12,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-12,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,406,96,260,39.0
2021-09-12,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-12,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-12,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-12,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-12,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-12,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-12,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-12,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-12,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-12,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-12,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-12,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-12,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-11,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-11,Dehradun,AIIMS Rishikesh,1.0,0.0,1.0,405,96,260,39.0
2021-09-11,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-11,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-11,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-11,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-11,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-11,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-11,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-11,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-11,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-11,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-11,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-11,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-11,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-10,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-10,Dehradun,AIIMS Rishikesh,0.0,0.0,2.0,404,96,259,39.0
2021-09-10,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-10,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-10,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-10,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-10,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-10,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-10,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-10,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-10,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-10,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-10,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-10,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-10,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-09,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-09,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,404,96,257,39.0
2021-09-09,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-09,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-09,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-09,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-09,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-09,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-09,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-09,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-09,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-09,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-09,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-09,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-09,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-08,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-08,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,403,96,257,39.0
2021-09-08,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-08,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-08,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-08,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-08,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-08,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-08,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-08,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-08,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-08,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-08,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-08,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-08,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-07,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-07,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,403,96,257,39.0
2021-09-07,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-07,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-07,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-07,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-07,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-07,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-07,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-07,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-07,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-07,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-07,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-07,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-07,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-06,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-06,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,403,96,257,39.0
2021-09-06,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-06,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-06,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-06,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-06,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-06,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-06,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-06,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-06,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-06,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-06,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-06,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-06,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-05,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-05,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,403,96,257,39.0
2021-09-05,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-05,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-05,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-05,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-05,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-05,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-05,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-05,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-05,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-05,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-05,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-09-05,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-05,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-04,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-04,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,402,96,257,39.0
2021-09-04,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-04,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-04,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-04,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-04,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-04,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-04,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-04,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-04,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-04,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-04,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-09-04,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-04,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-03,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-03,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,402,96,257,39.0
2021-09-03,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-03,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-03,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-03,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-03,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-03,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-03,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-03,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-03,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-03,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-03,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-09-03,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-03,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-02,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-02,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,402,96,257,39.0
2021-09-02,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-02,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-02,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-02,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-02,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-02,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-02,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-02,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-02,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-02,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-02,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-09-02,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-02,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-01,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-01,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,402,96,257,39.0
2021-09-01,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-01,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-01,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-01,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-01,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-01,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-01,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-01,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-01,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-01,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-01,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-09-01,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-01,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-31,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-31,Dehradun,AIIMS Rishikesh,0.0,0.0,1.0,402,96,257,39.0
2021-08-31,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-31,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-31,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-31,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-31,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-31,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-31,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-31,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-31,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-31,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-31,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-31,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-31,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-30,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-30,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,402,96,256,39.0
2021-08-30,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-30,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-30,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-30,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-30,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-30,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-30,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-30,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-30,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-30,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-30,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-30,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-30,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-29,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-29,Dehradun,AIIMS Rishikesh,2.0,0.0,4.0,402,96,256,39.0
2021-08-29,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-29,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-29,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-29,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-29,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-29,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-29,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-29,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-29,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-29,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-29,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-29,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-29,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-28,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-28,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,400,96,252,39.0
2021-08-28,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-28,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-28,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-28,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-28,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-28,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-28,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-28,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-28,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-28,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-28,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-28,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-28,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-27,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-27,Dehradun,AIIMS Rishikesh,0.0,0.0,1.0,400,96,252,39.0
2021-08-27,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-27,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-27,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-27,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-27,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-27,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-27,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-27,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-27,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-27,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-27,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-27,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-27,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-26,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-26,Dehradun,AIIMS Rishikesh,0.0,0.0,7.0,400,96,251,39.0
2021-08-26,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-26,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-26,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-26,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-26,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-26,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-26,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-26,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-26,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-26,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-26,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-26,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-08-26,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-08-25,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-08-25,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,400,96,244,38.0
2021-08-25,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-08-25,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-08-25,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-08-25,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-08-25,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-25,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-08-25,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-08-25,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-08-25,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-08-25,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-08-25,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,0.0
2021-08-25,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
